vector_count	dimension	nlists	empty_lists	minimum_list_size	median_list_size	p95_list_size	maximum_list_size	average_list_size	list_size_cv	list_size_gini	maximum_to_average_list_ratio	mean_quantization_loss	p50_quantization_loss	p95_quantization_loss	maximum_quantization_loss	maximum_centroid_similarity	near_duplicate_centroids	p50_list_radius	p95_list_radius	maximum_list_radius
300000	4096	1024	0	1	265.0	622.8499999999999	1017	292.96875	0.6098635207614532	0.3404890885416667	3.47136	0.15538983777264753	0.146427720785141	0.24541946053504932	0.6297389268875122	0.9770653247833252	0	0.8028747141361237	1.0166863977909086	1.1915072
