query_index	selectivity	bucket	centroid_margin	truth_list_count	nprobe_50	nprobe_90	nprobe_95	nprobe_100	maximum_truth_list_rank	nprobe	truth_list_recall	candidates_visited	matching_candidates	database_fraction
4	0.0918	medium	0.072138846	4	1	26	136	136	136	2	0.8	299	37	0.0009966666666666668
4	0.0918	medium	0.072138846	4	1	26	136	136	136	4	0.8	452	51	0.0015066666666666666
4	0.0918	medium	0.072138846	4	1	26	136	136	136	8	0.8	855	88	0.00285
4	0.0918	medium	0.072138846	4	1	26	136	136	136	16	0.8	2212	199	0.007373333333333333
4	0.0918	medium	0.072138846	4	1	26	136	136	136	32	0.9	4225	414	0.014083333333333333
4	0.0918	medium	0.072138846	4	1	26	136	136	136	64	0.9	7600	753	0.025333333333333333
4	0.0918	medium	0.072138846	4	1	26	136	136	136	128	0.9	16508	1841	0.05502666666666667
4	0.0918	medium	0.072138846	4	1	26	136	136	136	192	1.0	25111	2946	0.08370333333333334
4	0.0918	medium	0.072138846	4	1	26	136	136	136	256	1.0	35889	4296	0.11963
4	0.0918	medium	0.072138846	4	1	26	136	136	136	384	1.0	59762	7100	0.19920666666666667
4	0.0918	medium	0.072138846	4	1	26	136	136	136	512	1.0	83185	9761	0.2772833333333333
4	0.0918	medium	0.072138846	4	1	26	136	136	136	576	1.0	95433	11429	0.31811
4	0.0918	medium	0.072138846	4	1	26	136	136	136	768	1.0	134884	15914	0.4496133333333333
4	0.0918	medium	0.072138846	4	1	26	136	136	136	1024	1.0	186451	21092	0.6215033333333333
4	0.0918	medium	0.072138846	4	1	26	136	136	136	1152	1.0	213365	23057	0.7112166666666667
4	0.0918	medium	0.072138846	4	1	26	136	136	136	1536	1.0	300000	27540	1.0
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	1	0.1	90	25	0.0003
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	2	0.4	323	125	0.0010766666666666667
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	4	0.6	589	206	0.0019633333333333334
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	8	0.8	1010	324	0.0033666666666666667
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	16	0.8	1904	555	0.006346666666666666
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	32	1.0	3679	1095	0.012263333333333333
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	64	1.0	8488	2467	0.028293333333333334
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	128	1.0	17535	5991	0.05845
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	192	1.0	28121	9749	0.09373666666666666
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	256	1.0	38872	13277	0.12957333333333335
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	384	1.0	59127	19943	0.19709
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	512	1.0	83715	27411	0.27905
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	576	1.0	95883	31130	0.31961
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	768	1.0	134139	42719	0.44713
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	1024	1.0	189321	58140	0.63107
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	1152	1.0	217131	66032	0.72377
5	0.2908733333333333	broad	0.0029011369	6	3	27	31	31	31	1536	1.0	300000	87262	1.0
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	1	0.5	145	89	0.00048333333333333334
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	2	0.6	435	226	0.00145
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	4	0.8	866	467	0.0028866666666666667
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	8	1.0	1533	851	0.00511
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	16	1.0	3750	2013	0.0125
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	32	1.0	5901	3143	0.01967
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	64	1.0	10497	5800	0.03499
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	128	1.0	20657	11610	0.06885666666666666
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	192	1.0	30105	16807	0.10035
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	256	1.0	42472	22900	0.14157333333333333
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	384	1.0	66226	34870	0.22075333333333333
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	512	1.0	91707	47160	0.30569
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	576	1.0	103454	51711	0.3448466666666667
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	768	1.0	139971	70631	0.46657
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	1024	1.0	188680	98829	0.6289333333333333
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	1152	1.0	217145	116171	0.7238166666666667
6	0.5782933333333333	broad	0.060181797	6	1	5	7	7	7	1536	1.0	300000	173488	1.0
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	1	0.0	174	0	0.00058
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	2	0.1	320	1	0.0010666666666666667
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	4	0.1	459	1	0.00153
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	8	0.1	784	2	0.0026133333333333334
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	16	0.2	1872	16	0.00624
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	32	0.7	4221	33	0.01407
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	64	0.8	8565	77	0.02855
