vector_count	dimension	nlists	empty_lists	minimum_list_size	median_list_size	p95_list_size	maximum_list_size	average_list_size	list_size_cv	list_size_gini	maximum_to_average_list_ratio	mean_quantization_loss	p50_quantization_loss	p95_quantization_loss	maximum_quantization_loss	maximum_centroid_similarity	near_duplicate_centroids	p50_list_radius	p95_list_radius	maximum_list_radius
300000	4096	1536	0	1	176.5	462.25	774	195.3125	0.7066961463033459	0.3902937369791666	3.96288	0.15255713312506675	0.14382338523864746	0.24149433970451353	0.6365581154823303	0.9752622842788696	0	0.7808099687099457	0.9924300163984299	1.1988375
