engine	method	selected_ef	train_recall	recall	p50_ms	p95_ms	qps	vector_count	dimension	heldout_queries	target_recall	build_seconds	storage_megabytes	server_version	client_version
qdrant	acorn_filtered_hnsw	256	0.97265625	0.958984375	11.974709	16.215875	84.84303723319886	100000	4096	256	0.95	0.0	1890.9093027114868	1.18.1	1.18.0
