query_index	selectivity	bucket	centroid_margin	truth_list_count	nprobe_50	nprobe_90	nprobe_95	nprobe_100	maximum_truth_list_rank	nprobe	truth_list_recall	candidates_visited	matching_candidates	database_fraction
1	0.29941	broad	0.046506405	4	1	4	16	16	16	1	0.6	108	34	0.00108
1	0.29941	broad	0.046506405	4	1	4	16	16	16	2	0.8	190	70	0.0019
1	0.29941	broad	0.046506405	4	1	4	16	16	16	4	0.9	416	144	0.00416
1	0.29941	broad	0.046506405	4	1	4	16	16	16	8	0.9	1037	364	0.01037
1	0.29941	broad	0.046506405	4	1	4	16	16	16	16	1.0	2066	696	0.02066
1	0.29941	broad	0.046506405	4	1	4	16	16	16	32	1.0	4434	1457	0.04434
1	0.29941	broad	0.046506405	4	1	4	16	16	16	64	1.0	9121	2969	0.09121
1	0.29941	broad	0.046506405	4	1	4	16	16	16	128	1.0	18978	6569	0.18978
1	0.29941	broad	0.046506405	4	1	4	16	16	16	256	1.0	39482	13129	0.39482
1	0.29941	broad	0.046506405	4	1	4	16	16	16	512	1.0	100000	29941	1.0
2	0.01163	medium	0.13128567	6	2	6	14	14	14	1	0.4	239	4	0.00239
2	0.01163	medium	0.13128567	6	2	6	14	14	14	2	0.5	384	6	0.00384
2	0.01163	medium	0.13128567	6	2	6	14	14	14	4	0.8	846	14	0.00846
2	0.01163	medium	0.13128567	6	2	6	14	14	14	8	0.9	1366	25	0.01366
2	0.01163	medium	0.13128567	6	2	6	14	14	14	16	1.0	2511	45	0.02511
2	0.01163	medium	0.13128567	6	2	6	14	14	14	32	1.0	5106	83	0.05106
2	0.01163	medium	0.13128567	6	2	6	14	14	14	64	1.0	10083	158	0.10083
2	0.01163	medium	0.13128567	6	2	6	14	14	14	128	1.0	19941	364	0.19941
2	0.01163	medium	0.13128567	6	2	6	14	14	14	256	1.0	39339	640	0.39339
2	0.01163	medium	0.13128567	6	2	6	14	14	14	512	1.0	100000	1163	1.0
3	0.52817	broad	0.015086949	5	1	8	20	20	20	1	0.5	121	78	0.00121
3	0.52817	broad	0.015086949	5	1	8	20	20	20	2	0.6	247	145	0.00247
3	0.52817	broad	0.015086949	5	1	8	20	20	20	4	0.8	527	290	0.00527
3	0.52817	broad	0.015086949	5	1	8	20	20	20	8	0.9	967	500	0.00967
3	0.52817	broad	0.015086949	5	1	8	20	20	20	16	0.9	1768	957	0.01768
3	0.52817	broad	0.015086949	5	1	8	20	20	20	32	1.0	4131	2048	0.04131
3	0.52817	broad	0.015086949	5	1	8	20	20	20	64	1.0	8385	3783	0.08385
3	0.52817	broad	0.015086949	5	1	8	20	20	20	128	1.0	18598	8514	0.18598
3	0.52817	broad	0.015086949	5	1	8	20	20	20	256	1.0	38933	17383	0.38933
3	0.52817	broad	0.015086949	5	1	8	20	20	20	512	1.0	100000	52817	1.0
4	0.52817	broad	0.002087891	4	2	4	32	32	32	1	0.1	132	69	0.00132
4	0.52817	broad	0.002087891	4	2	4	32	32	32	2	0.6	424	240	0.00424
4	0.52817	broad	0.002087891	4	2	4	32	32	32	4	0.9	839	434	0.00839
4	0.52817	broad	0.002087891	4	2	4	32	32	32	8	0.9	1412	723	0.01412
4	0.52817	broad	0.002087891	4	2	4	32	32	32	16	0.9	2574	1377	0.02574
4	0.52817	broad	0.002087891	4	2	4	32	32	32	32	1.0	5312	2915	0.05312
4	0.52817	broad	0.002087891	4	2	4	32	32	32	64	1.0	10455	5619	0.10455
4	0.52817	broad	0.002087891	4	2	4	32	32	32	128	1.0	20924	10482	0.20924
4	0.52817	broad	0.002087891	4	2	4	32	32	32	256	1.0	44913	21911	0.44913
4	0.52817	broad	0.002087891	4	2	4	32	32	32	512	1.0	100000	52817	1.0
5	0.03786	medium	0.036772013	9	10	38	112	112	112	1	0.1	121	3	0.00121
5	0.03786	medium	0.036772013	9	10	38	112	112	112	2	0.1	247	4	0.00247
5	0.03786	medium	0.036772013	9	10	38	112	112	112	4	0.3	527	19	0.00527
