query_index	selectivity	bucket	centroid_margin	truth_list_count	nprobe_50	nprobe_90	nprobe_95	nprobe_100	maximum_truth_list_rank
66	0.00216	rare	0.0968672	10	45	123	143	143	143
67	0.01163	medium	0.020586431	6	10	51	71	71	71
68	0.52817	broad	0.018596232	1	1	1	1	1	1
69	0.29941	broad	0.037513614	5	2	10	23	23	23
70	0.52817	broad	0.0018329024	7	2	13	134	134	134
71	0.00216	rare	0.02256298	7	5	53	53	53	53
72	0.1204	broad	0.014657557	7	3	20	44	44	44
73	0.1204	broad	0.028488636	5	5	13	206	206	206
74	0.03786	medium	0.01160121	7	3	54	54	54	54
75	0.52817	broad	0.03325045	3	1	3	25	25	25
76	0.03786	medium	0.007436931	6	4	57	136	136	136
77	0.00216	rare	0.04432869	10	37	82	94	94	94
78	0.01163	medium	8.171797e-5	7	4	53	106	106	106
79	0.01163	medium	0.0650931	9	26	118	199	199	199
80	0.1204	broad	0.0015238523	8	9	71	71	71	71
81	0.01163	medium	0.031766653	9	4	28	85	85	85
82	0.29941	broad	0.02916497	8	5	18	41	41	41
83	0.01163	medium	0.067784965	7	2	12	20	20	20
84	0.01163	medium	0.005254686	9	27	48	51	51	51
85	0.52817	broad	0.023747742	6	1	23	32	32	32
86	0.52817	broad	7.867813e-6	3	2	2	11	11	11
87	0.52817	broad	0.046084642	5	2	8	11	11	11
88	0.01163	medium	0.009095848	7	2	11	24	24	24
89	0.01163	medium	0.07907283	8	17	55	96	96	96
90	0.01163	medium	0.013016641	8	23	50	64	64	64
91	0.52817	broad	0.04541838	3	1	7	63	63	63
92	0.29941	broad	0.004153788	7	5	11	51	51	51
93	0.01163	medium	6.7830086e-5	6	5	22	24	24	24
94	0.00216	rare	0.018038511	10	65	115	128	128	128
95	0.01163	medium	0.009542465	9	13	51	71	71	71
96	0.00031	rare	0.04701662	9	11	110	155	155	155
97	0.03786	medium	0.023421347	8	8	183	245	245	245
98	0.03786	medium	0.009172142	5	1	11	154	154	154
99	0.29941	broad	0.0894022	1	1	1	1	1	1
100	0.29941	broad	0.021010578	4	2	4	23	23	23
101	0.1204	broad	0.10010874	4	1	48	51	51	51
102	0.1204	broad	0.050158024	9	10	32	44	44	44
103	0.52817	broad	0.0017175078	8	4	15	21	21	21
104	0.29941	broad	0.001237452	5	2	8	113	113	113
105	0.1204	broad	0.017017424	6	2	16	95	95	95
106	0.52817	broad	0.1297487	1	1	1	1	1	1
107	0.00216	rare	0.008785844	9	14	119	137	137	137
108	0.03786	medium	0.1398822	4	1	12	14	14	14
109	0.1204	broad	0.016139984	6	4	19	25	25	25
110	0.00031	rare	0.028727472	10	120	271	296	296	296
111	0.1204	broad	0.0251863	6	3	6	13	13	13
112	0.00216	rare	0.012003303	8	9	165	196	196	196
113	0.01163	medium	0.004663527	6	5	13	13	13	13
114	0.03786	medium	0.022972941	10	14	49	85	85	85
115	0.00216	rare	0.067906976	8	11	38	189	189	189
116	0.29941	broad	0.022282958	4	2	7	23	23	23
117	0.52817	broad	0.081596255	1	1	1	1	1	1
118	0.52817	broad	0.046652317	5	2	10	24	24	24
119	1.0e-5	rare	0.065398455	1	275	275	275	275	275
120	0.29941	broad	0.02820748	6	5	8	10	10	10
121	0.03786	medium	0.02560711	7	14	52	74	74	74
122	0.29941	broad	0.025541365	5	2	5	11	11	11
123	0.52817	broad	0.035539925	6	2	11	60	60	60
124	0.52817	broad	0.11882633	2	1	1	6	6	6
125	0.03786	medium	0.08414066	4	1	14	152	152	152
126	0.52817	broad	0.038370192	7	4	21	63	63	63
127	0.00216	rare	0.011435211	7	4	27	106	106	106
128	0.03786	medium	0.01516223	6	1	30	52	52	52
129	0.1204	broad	0.0703606	6	2	11	16	16	16
130	0.29941	broad	0.005604446	8	4	81	93	93	93
131	0.29941	broad	0.01447022	5	1	9	11	11	11
132	0.03786	medium	0.0015463829	8	6	37	52	52	52
133	0.03786	medium	0.014508247	8	14	31	157	157	157
134	0.29941	broad	0.055799484	2	1	1	2	2	2
135	0.01163	medium	0.051714957	5	2	24	97	97	97
136	0.1204	broad	0.00063687563	7	4	46	74	74	74
137	0.03786	medium	0.012930334	7	6	43	109	109	109
138	0.03786	medium	0.010572076	8	6	17	20	20	20
139	0.01163	medium	0.008498669	9	8	42	96	96	96
140	0.00216	rare	0.06842852	10	70	141	178	178	178
141	0.52817	broad	0.09179133	1	1	1	1	1	1
142	0.01163	medium	0.011907816	6	1	17	35	35	35
143	0.52817	broad	0.08978504	3	1	2	3	3	3
144	0.00216	rare	0.010673404	10	71	128	202	202	202
145	0.03786	medium	0.016669393	7	2	51	53	53	53
146	0.03786	medium	0.0015518069	7	7	41	50	50	50
147	0.01163	medium	0.015889168	7	2	84	113	113	113
148	0.29941	broad	0.066001	7	4	8	63	63	63
149	0.52817	broad	0.0049479604	9	8	27	61	61	61
150	0.29941	broad	0.041585445	8	5	36	64	64	64
151	0.29941	broad	0.0073640347	6	2	9	93	93	93
152	0.01163	medium	0.06350386	9	22	79	85	85	85
153	0.52817	broad	0.07190049	5	1	7	11	11	11
154	0.03786	medium	0.055098176	4	1	3	17	17	17
155	0.01163	medium	0.03350109	9	23	97	100	100	100
156	0.01163	medium	0.022605002	5	1	9	20	20	20
157	0.29941	broad	0.041724324	9	13	40	82	82	82
158	0.29941	broad	0.100179315	1	1	1	1	1	1
159	0.00216	rare	0.01689583	9	8	26	88	88	88
160	0.29941	broad	0.036509156	8	7	18	82	82	82
161	0.1204	broad	0.051254153	5	1	9	17	17	17
162	0.1204	broad	0.06378549	1	1	1	1	1	1
163	0.52817	broad	0.01232177	5	5	19	32	32	32
164	0.29941	broad	0.03366494	4	1	4	20	20	20
165	0.00216	rare	0.015541673	10	60	141	245	245	245
166	0.00216	rare	0.0048229694	8	10	34	179	179	179
167	0.03786	medium	0.035129488	6	3	9	34	34	34
168	0.29941	broad	0.0010865927	6	4	12	13	13	13
169	0.03786	medium	0.019733965	9	5	30	34	34	34
170	0.52817	broad	0.06775266	4	1	5	9	9	9
171	0.01163	medium	0.021694541	10	17	26	50	50	50
172	0.00216	rare	0.012465775	9	28	81	112	112	112
173	0.52817	broad	0.008796096	6	2	8	68	68	68
174	0.29941	broad	0.0063972473	4	1	6	70	70	70
175	0.29941	broad	0.013124347	8	8	29	93	93	93
176	0.1204	broad	0.059385777	4	1	25	25	25	25
177	0.01163	medium	0.011095583	9	33	94	193	193	193
178	0.03786	medium	0.08390981	6	3	168	219	219	219
179	0.52817	broad	0.041460633	4	1	11	42	42	42
180	0.00216	rare	0.0009838939	8	86	312	328	328	328
181	0.03786	medium	0.00565356	8	16	118	138	138	138
182	0.01163	medium	0.017403007	10	30	92	121	121	121
183	0.1204	broad	0.09402925	2	1	2	2	2	2
184	0.01163	medium	0.00040972233	9	15	83	97	97	97
185	0.1204	broad	0.047569156	5	1	29	81	81	81
186	0.00216	rare	0.00084751844	8	28	178	184	184	184
187	0.01163	medium	0.051123857	7	3	25	34	34	34
188	0.29941	broad	0.02022183	2	1	3	3	3	3
189	0.1204	broad	0.039393783	5	2	4	25	25	25
190	0.03786	medium	0.021582603	3	1	2	48	48	48
191	0.29941	broad	0.07024503	5	1	10	131	131	131
192	0.00216	rare	0.004809439	8	20	67	180	180	180
193	0.1204	broad	0.03436047	6	3	12	18	18	18
194	0.01163	medium	0.048657835	5	7	17	212	212	212
195	0.03786	medium	0.032717526	6	5	19	34	34	34
196	0.1204	broad	0.0039753914	5	2	6	12	12	12
197	0.29941	broad	0.0059963465	8	9	66	86	86	86
198	0.1204	broad	0.13930911	2	1	1	3	3	3
199	0.00216	rare	0.010526478	7	10	19	36	36	36
200	0.1204	broad	0.00065791607	9	12	71	134	134	134
201	0.00216	rare	0.049925804	7	6	41	48	48	48
202	0.29941	broad	0.08749986	1	1	1	1	1	1
203	0.03786	medium	0.067498505	3	1	3	8	8	8
204	0.29941	broad	0.0040050745	4	2	4	84	84	84
205	0.29941	broad	0.004976809	7	2	26	208	208	208
206	0.01163	medium	0.085213125	8	9	69	89	89	89
207	0.52817	broad	0.010456622	2	1	2	2	2	2
208	0.1204	broad	0.015781403	9	6	129	160	160	160
209	0.1204	broad	0.0119021535	4	3	8	9	9	9
210	0.03786	medium	0.0016994476	10	12	43	67	67	67
211	0.01163	medium	0.020846248	7	5	39	101	101	101
212	0.1204	broad	0.07059473	9	5	12	34	34	34
213	0.52817	broad	0.10831022	1	1	1	1	1	1
214	0.52817	broad	0.0029777288	4	1	3	39	39	39
215	0.52817	broad	0.030632496	3	2	2	4	4	4
216	0.29941	broad	0.03930819	2	1	1	4	4	4
217	0.29941	broad	0.015571713	6	2	13	19	19	19
218	0.01163	medium	0.021802783	6	3	18	19	19	19
219	0.29941	broad	0.037962317	2	1	2	2	2	2
220	0.52817	broad	7.6293945e-6	6	6	8	8	8	8
221	0.52817	broad	0.06981897	4	1	4	30	30	30
222	0.00216	rare	0.02102542	9	29	101	245	245	245
223	0.1204	broad	0.029779375	7	4	17	139	139	139
224	0.52817	broad	0.0015152693	8	5	23	48	48	48
225	0.01163	medium	0.057269335	9	8	31	32	32	32
226	0.03786	medium	0.0031328201	7	10	42	69	69	69
227	0.03786	medium	0.014553785	9	5	48	74	74	74
228	0.03786	medium	0.06092292	7	9	52	69	69	69
229	0.01163	medium	0.05261457	8	13	98	118	118	118
230	0.52817	broad	0.022082746	3	1	2	21	21	21
231	0.1204	broad	0.020184517	7	4	81	94	94	94
232	0.29941	broad	0.00908947	7	16	40	54	54	54
233	0.29941	broad	0.003533125	5	1	14	23	23	23
234	0.29941	broad	0.025929987	7	9	15	16	16	16
235	0.29941	broad	0.012573719	8	7	20	34	34	34
236	0.03786	medium	0.07441318	6	2	22	26	26	26
237	0.1204	broad	0.0777719	5	1	45	45	45	45
238	0.01163	medium	0.08660263	7	5	19	36	36	36
239	0.00031	rare	0.03128773	9	81	148	170	170	170
240	0.03786	medium	0.097705424	2	1	1	14	14	14
241	0.01163	medium	0.029500186	6	3	15	157	157	157
242	0.52817	broad	0.013317347	7	2	13	35	35	35
243	0.1204	broad	0.022209764	8	8	15	29	29	29
244	0.29941	broad	0.051507175	6	1	12	14	14	14
245	0.1204	broad	0.0067083836	6	10	13	14	14	14
246	0.01163	medium	0.013856292	9	9	36	63	63	63
247	0.1204	broad	0.033558547	5	2	4	18	18	18
248	0.00216	rare	0.030241966	8	15	108	172	172	172
249	0.03786	medium	0.0015970469	8	4	77	105	105	105
250	0.29941	broad	0.0183537	5	2	12	138	138	138
251	0.03786	medium	0.004612863	8	10	19	171	171	171
252	0.00216	rare	0.020375729	10	38	233	242	242	242
253	0.01163	medium	0.012766242	7	12	42	99	99	99
254	0.52817	broad	0.019203782	5	2	25	79	79	79
255	0.00031	rare	0.12388086	10	139	210	233	233	233
256	0.03786	medium	0.0063717365	10	33	92	120	120	120
