query_index	selectivity	bucket	centroid_margin	truth_list_count	nprobe_50	nprobe_90	nprobe_95	nprobe_100	maximum_truth_list_rank	nprobe	truth_list_recall	candidates_visited	matching_candidates	database_fraction
1	0.29941	broad	0.009750247	6	2	9	11	11	11	1	0.2	248	101	0.00248
1	0.29941	broad	0.009750247	6	2	9	11	11	11	2	0.6	596	249	0.00596
1	0.29941	broad	0.009750247	6	2	9	11	11	11	4	0.8	1841	628	0.01841
1	0.29941	broad	0.009750247	6	2	9	11	11	11	8	0.8	2776	935	0.02776
1	0.29941	broad	0.009750247	6	2	9	11	11	11	16	1.0	5102	1686	0.05102
1	0.29941	broad	0.009750247	6	2	9	11	11	11	32	1.0	9395	3149	0.09395
1	0.29941	broad	0.009750247	6	2	9	11	11	11	64	1.0	18322	6265	0.18322
1	0.29941	broad	0.009750247	6	2	9	11	11	11	128	1.0	38178	12804	0.38178
1	0.29941	broad	0.009750247	6	2	9	11	11	11	256	1.0	100000	29941	1.0
2	0.01163	medium	0.15520829	5	1	13	91	91	91	1	0.6	305	6	0.00305
2	0.01163	medium	0.15520829	5	1	13	91	91	91	2	0.6	508	6	0.00508
2	0.01163	medium	0.15520829	5	1	13	91	91	91	4	0.6	1468	15	0.01468
2	0.01163	medium	0.15520829	5	1	13	91	91	91	8	0.8	2627	28	0.02627
2	0.01163	medium	0.15520829	5	1	13	91	91	91	16	0.9	5058	81	0.05058
2	0.01163	medium	0.15520829	5	1	13	91	91	91	32	0.9	9980	160	0.0998
2	0.01163	medium	0.15520829	5	1	13	91	91	91	64	0.9	19615	360	0.19615
2	0.01163	medium	0.15520829	5	1	13	91	91	91	128	1.0	38234	618	0.38234
2	0.01163	medium	0.15520829	5	1	13	91	91	91	256	1.0	100000	1163	1.0
3	0.52817	broad	0.015736222	4	1	25	27	27	27	1	0.7	410	218	0.0041
3	0.52817	broad	0.015736222	4	1	25	27	27	27	2	0.7	672	366	0.00672
3	0.52817	broad	0.015736222	4	1	25	27	27	27	4	0.7	1024	577	0.01024
3	0.52817	broad	0.015736222	4	1	25	27	27	27	8	0.8	2062	1163	0.02062
3	0.52817	broad	0.015736222	4	1	25	27	27	27	16	0.8	4197	2040	0.04197
3	0.52817	broad	0.015736222	4	1	25	27	27	27	32	1.0	7647	3496	0.07647
3	0.52817	broad	0.015736222	4	1	25	27	27	27	64	1.0	17182	7904	0.17182
3	0.52817	broad	0.015736222	4	1	25	27	27	27	128	1.0	36830	15963	0.3683
3	0.52817	broad	0.015736222	4	1	25	27	27	27	256	1.0	100000	52817	1.0
4	0.52817	broad	0.009483337	4	1	4	11	11	11	1	0.5	579	305	0.00579
4	0.52817	broad	0.009483337	4	1	4	11	11	11	2	0.6	787	403	0.00787
4	0.52817	broad	0.009483337	4	1	4	11	11	11	4	0.9	1562	821	0.01562
4	0.52817	broad	0.009483337	4	1	4	11	11	11	8	0.9	2925	1660	0.02925
4	0.52817	broad	0.009483337	4	1	4	11	11	11	16	1.0	5524	3088	0.05524
4	0.52817	broad	0.009483337	4	1	4	11	11	11	32	1.0	10663	5604	0.10663
4	0.52817	broad	0.009483337	4	1	4	11	11	11	64	1.0	20293	10112	0.20293
4	0.52817	broad	0.009483337	4	1	4	11	11	11	128	1.0	42198	20300	0.42198
4	0.52817	broad	0.009483337	4	1	4	11	11	11	256	1.0	100000	52817	1.0
5	0.03786	medium	0.021246552	10	15	48	67	67	67	1	0.1	410	14	0.0041
5	0.03786	medium	0.021246552	10	15	48	67	67	67	2	0.2	838	29	0.00838
5	0.03786	medium	0.021246552	10	15	48	67	67	67	4	0.3	1280	41	0.0128
5	0.03786	medium	0.021246552	10	15	48	67	67	67	8	0.3	2062	55	0.02062
5	0.03786	medium	0.021246552	10	15	48	67	67	67	16	0.5	4063	165	0.04063
5	0.03786	medium	0.021246552	10	15	48	67	67	67	32	0.7	7434	331	0.07434
5	0.03786	medium	0.021246552	10	15	48	67	67	67	64	0.9	17718	781	0.17718
5	0.03786	medium	0.021246552	10	15	48	67	67	67	128	1.0	37094	1710	0.37094
5	0.03786	medium	0.021246552	10	15	48	67	67	67	256	1.0	100000	3786	1.0
6	0.03786	medium	0.017663836	7	3	63	78	78	78	1	0.4	248	8	0.00248
6	0.03786	medium	0.017663836	7	3	63	78	78	78	2	0.4	420	9	0.0042
6	0.03786	medium	0.017663836	7	3	63	78	78	78	4	0.6	992	22	0.00992
6	0.03786	medium	0.017663836	7	3	63	78	78	78	8	0.6	1558	40	0.01558
6	0.03786	medium	0.017663836	7	3	63	78	78	78	16	0.6	3381	122	0.03381
6	0.03786	medium	0.017663836	7	3	63	78	78	78	32	0.7	7080	335	0.0708
6	0.03786	medium	0.017663836	7	3	63	78	78	78	64	0.9	16994	770	0.16994
6	0.03786	medium	0.017663836	7	3	63	78	78	78	128	1.0	37917	1803	0.37917
6	0.03786	medium	0.017663836	7	3	63	78	78	78	256	1.0	100000	3786	1.0
7	0.03786	medium	0.003568709	7	5	7	41	41	41	1	0.1	134	4	0.00134
7	0.03786	medium	0.003568709	7	5	7	41	41	41	2	0.1	352	9	0.00352
7	0.03786	medium	0.003568709	7	5	7	41	41	41	4	0.3	942	26	0.00942
7	0.03786	medium	0.003568709	7	5	7	41	41	41	8	0.9	2222	60	0.02222
7	0.03786	medium	0.003568709	7	5	7	41	41	41	16	0.9	3956	105	0.03956
7	0.03786	medium	0.003568709	7	5	7	41	41	41	32	0.9	7965	271	0.07965
7	0.03786	medium	0.003568709	7	5	7	41	41	41	64	1.0	16387	662	0.16387
