engine	method	selected_ef	train_recall	recall	p50_ms	p95_ms	qps	vector_count	dimension	heldout_queries	target_recall	build_seconds	storage_megabytes	server_version	client_version
qdrant	filtered_hnsw	4096	0.7708333333333334	0.74375	19.031875	40.539917	49.46548926834308	100000	4096	48	0.95	0.0	1890.9092998504639	1.18.1	1.18.0
