vector_count	dimension	nlists	empty_lists	minimum_list_size	median_list_size	p95_list_size	maximum_list_size	average_list_size	list_size_cv	list_size_gini	maximum_to_average_list_ratio	mean_quantization_loss	p50_quantization_loss	p95_quantization_loss	maximum_quantization_loss	maximum_centroid_similarity	near_duplicate_centroids	p50_list_radius	p95_list_radius	maximum_list_radius
300000	4096	1024	0	1	269.5	631.8499999999999	1078	292.96875	0.636886122596148	0.35568818359375	3.6795733333333334	0.15657069835881393	0.14753875136375427	0.2467121928930282	0.6417850852012634	0.9791783094406128	0	0.8106002509593964	1.0140157938003538	1.204442
