nprobe	bucket	query_count	recall	minimum_recall	p50_candidates	p95_candidates	average_candidates	average_matching_candidates	average_database_fraction
1	all	256	0.3437499999999999	0.0	648.0	900.0	647.5390625	113.41015625	0.006475390625
1	broad	136	0.4294117647058823	0.0	648.0	900.0	630.6544117647059	202.88970588235293	0.006306544117647058
1	medium	90	0.28666666666666674	0.0	657.0	941.0	657.8888888888889	15.488888888888889	0.0065788888888888885
1	rare	30	0.12666666666666668	0.0	663.5	900.0	693.0333333333333	1.5333333333333334	0.006930333333333334
2	all	256	0.49296875	0.0	1215.0	1849.5	1253.0625	221.6328125	0.012530625000000002
2	broad	136	0.6051470588235294	0.0	1206.0	1742.0	1236.0441176470588	395.2132352941176	0.012360441176470588
2	medium	90	0.4133333333333333	0.0	1259.0	1969.0	1279.6	32.233333333333334	0.012796
2	rare	30	0.22333333333333336	0.0	1189.5	1780.9499999999998	1250.6	2.933333333333333	0.012506
4	all	256	0.6441406250000001	0.0	2347.0	3428.5	2456.33203125	439.7265625	0.024563320312499998
4	broad	136	0.7713235294117649	0.1	2352.0	3603.0	2456.6470588235293	782.8676470588235	0.02456647058823529
4	medium	90	0.5633333333333334	0.0	2429.0	3435.1	2512.7	65.94444444444444	0.025126999999999997
4	rare	30	0.31	0.0	2187.0	3033.95	2285.8	5.5	0.022858000000000003
8	all	256	0.76796875	0.0	4789.5	6206.0	4790.3828125	855.0625	0.04790382812499999
8	broad	136	0.8941176470588238	0.4	4777.5	6227.75	4789.823529411765	1518.2867647058824	0.047898235294117644
8	medium	90	0.701111111111111	0.1	4796.0	6074.65	4836.766666666666	134.92222222222222	0.04836766666666666
8	rare	30	0.39666666666666667	0.0	4725.0	6040.399999999998	4653.766666666666	8.866666666666667	0.04653766666666667
16	all	256	0.862109375	0.0	9341.5	11327.0	9403.48046875	1685.62109375	0.0940348046875
16	broad	136	0.9522058823529413	0.6	9341.5	11295.5	9403.301470588236	2984.860294117647	0.09403301470588235
16	medium	90	0.8266666666666668	0.3	9563.5	11508.599999999999	9450.888888888889	278.1666666666667	0.09450888888888889
16	rare	30	0.56	0.0	8974.5	11070.55	9262.066666666668	18.1	0.09262066666666668
32	all	256	0.9417968749999999	0.0	18875.0	21254.5	18920.8984375	3366.78125	0.18920898437499997
32	broad	136	0.9830882352941176	0.8	18865.5	20776.75	18825.691176470587	5941.933823529412	0.18825691176470588
32	medium	90	0.9211111111111112	0.6	18934.5	22557.1	19032.777777777777	583.9888888888889	0.1903277777777778
32	rare	30	0.8166666666666668	0.0	18785.5	21864.35	19016.866666666665	41.13333333333333	0.19016866666666668
64	all	256	0.9953125	0.8	40041.0	43102.0	40370.8359375	7156.9140625	0.403708359375
64	broad	136	1.0	1.0	40034.5	42544.75	40258.81617647059	12641.132352941177	0.40258816176470585
64	medium	90	0.9911111111111109	0.9	39985.0	44842.95	40467.26666666667	1223.8	0.4046726666666667
64	rare	30	0.9866666666666667	0.8	40121.0	43531.7	40589.36666666667	94.46666666666667	0.40589366666666665
128	all	256	1.0	1.0	100000.0	100000.0	100000.0	17760.828125	1.0
128	broad	136	1.0	1.0	100000.0	100000.0	100000.0	31755.345588235294	1.0
128	medium	90	1.0	1.0	100000.0	100000.0	100000.0	2474.5	1.0
128	rare	30	1.0	1.0	100000.0	100000.0	100000.0	178.0	1.0
