query_index	selectivity	bucket	centroid_margin	truth_list_count	nprobe_50	nprobe_90	nprobe_95	nprobe_100	maximum_truth_list_rank
1	0.29941	broad	0.0052876472	4	1	3	4	4	4
2	0.01163	medium	0.008638144	8	6	22	42	42	42
3	0.52817	broad	0.0015645623	5	2	15	19	19	19
4	0.52817	broad	0.0134577155	3	1	3	6	6	6
5	0.03786	medium	0.026820362	7	7	20	39	39	39
6	0.03786	medium	0.048879147	4	1	27	33	33	33
7	0.03786	medium	0.03653097	5	4	6	10	10	10
8	0.29941	broad	0.056222975	6	2	9	25	25	25
9	0.1204	broad	0.021231294	4	2	4	5	5	5
10	0.03786	medium	0.068235695	2	1	1	64	64	64
11	0.1204	broad	0.002863884	4	3	3	4	4	4
12	0.03786	medium	0.006300628	4	3	28	28	28	28
13	0.52817	broad	0.027431726	5	1	4	9	9	9
14	0.01163	medium	0.0016877055	8	8	21	23	23	23
15	0.52817	broad	0.0022447705	6	3	9	21	21	21
16	0.29941	broad	0.031286895	8	5	39	41	41	41
17	0.1204	broad	0.048853874	3	1	2	5	5	5
18	0.03786	medium	0.0037605166	7	3	25	35	35	35
19	0.03786	medium	0.05994022	6	3	19	38	38	38
20	0.1204	broad	0.0023704171	4	3	8	17	17	17
21	0.01163	medium	0.08701271	2	1	1	3	3	3
22	0.00216	rare	0.037479043	6	6	16	25	25	25
23	0.52817	broad	0.040755868	4	1	5	8	8	8
24	0.00031	rare	0.07757938	8	38	50	50	50	50
25	0.03786	medium	0.027586102	6	2	6	11	11	11
26	0.52817	broad	0.0049426556	3	1	3	3	3	3
27	0.01163	medium	0.07642257	6	1	58	76	76	76
28	0.03786	medium	0.009414375	5	4	5	5	5	5
29	0.1204	broad	0.1016916	4	1	4	7	7	7
30	0.01163	medium	0.004832089	5	2	4	6	6	6
31	0.52817	broad	0.040278494	5	3	5	16	16	16
32	0.01163	medium	0.07963717	2	1	4	4	4	4
33	0.03786	medium	0.03360504	6	2	23	28	28	28
34	0.01163	medium	0.0045441985	9	11	55	62	62	62
35	0.52817	broad	0.01570201	5	2	7	10	10	10
36	0.00216	rare	0.02559203	9	13	24	30	30	30
37	0.1204	broad	0.07718247	3	3	3	18	18	18
38	0.1204	broad	0.008133054	4	5	5	14	14	14
39	0.52817	broad	0.057020485	4	1	4	14	14	14
40	0.1204	broad	0.015736818	6	2	12	51	51	51
41	0.52817	broad	0.0009765625	6	2	26	33	33	33
42	0.1204	broad	0.009881616	9	8	27	38	38	38
43	0.52817	broad	0.11208063	1	1	1	1	1	1
44	0.1204	broad	0.04923153	4	2	5	7	7	7
45	0.1204	broad	0.00610137	6	4	11	11	11	11
46	0.1204	broad	0.04312551	6	6	9	9	9	9
47	0.1204	broad	0.009305477	3	2	2	12	12	12
48	0.01163	medium	0.015668035	6	5	18	57	57	57
49	0.52817	broad	0.063233495	3	1	2	9	9	9
50	0.29941	broad	0.06636608	2	1	1	8	8	8
51	0.52817	broad	0.012053192	4	1	6	36	36	36
52	0.03786	medium	0.084172904	4	4	11	19	19	19
53	0.03786	medium	0.030075133	6	1	12	26	26	26
54	0.03786	medium	0.013388991	5	1	4	8	8	8
55	0.52817	broad	0.04509437	5	2	5	12	12	12
56	0.29941	broad	0.10271919	2	1	2	2	2	2
57	0.1204	broad	0.025532365	4	1	4	8	8	8
58	0.01163	medium	0.029969811	5	3	7	9	9	9
59	0.01163	medium	0.023645937	8	5	20	39	39	39
60	0.01163	medium	0.0975765	7	4	58	77	77	77
61	0.29941	broad	0.030865729	2	1	2	2	2	2
62	0.29941	broad	0.058603525	5	3	8	8	8	8
63	0.1204	broad	0.113630116	6	2	8	19	19	19
64	0.29941	broad	0.12509805	3	1	3	15	15	15
65	0.1204	broad	0.04021859	4	1	3	4	4	4
66	0.00216	rare	0.04967141	7	8	40	47	47	47
67	0.01163	medium	0.028480709	4	2	10	14	14	14
68	0.52817	broad	0.034856915	5	3	5	6	6	6
69	0.29941	broad	0.027011573	5	1	11	15	15	15
70	0.52817	broad	0.008455336	6	2	21	28	28	28
71	0.00216	rare	0.02731651	4	2	3	29	29	29
72	0.1204	broad	0.017188609	7	4	7	9	9	9
73	0.1204	broad	0.023204923	4	1	5	5	5	5
74	0.03786	medium	0.01752776	6	1	16	42	42	42
75	0.52817	broad	0.009739637	3	2	5	9	9	9
76	0.03786	medium	0.044657648	6	5	14	40	40	40
77	0.00216	rare	0.036716104	9	8	16	33	33	33
78	0.01163	medium	0.049302697	6	10	45	45	45	45
79	0.01163	medium	0.044123888	9	8	47	64	64	64
80	0.1204	broad	0.034861386	7	5	19	39	39	39
81	0.01163	medium	0.027091563	7	2	11	116	116	116
82	0.29941	broad	0.0006021261	5	2	5	6	6	6
83	0.01163	medium	0.08403134	6	1	18	92	92	92
84	0.01163	medium	0.03151512	7	4	55	55	55	55
85	0.52817	broad	0.042648494	4	1	5	11	11	11
86	0.52817	broad	0.02402407	3	1	4	5	5	5
87	0.52817	broad	0.065202296	3	1	3	3	3	3
88	0.01163	medium	0.029893339	5	2	4	19	19	19
89	0.01163	medium	0.022854447	7	3	15	16	16	16
90	0.01163	medium	0.019298077	8	15	21	50	50	50
91	0.52817	broad	0.1274479	4	1	7	7	7	7
92	0.29941	broad	0.014631927	3	1	3	9	9	9
93	0.01163	medium	0.016132712	4	3	4	13	13	13
94	0.00216	rare	0.006690562	9	15	29	31	31	31
95	0.01163	medium	0.082475185	7	8	34	49	49	49
96	0.00031	rare	0.037400484	8	12	36	40	40	40
97	0.03786	medium	0.01035285	7	2	53	65	65	65
98	0.03786	medium	0.008342981	5	1	14	24	24	24
99	0.29941	broad	0.0005824566	5	2	4	12	12	12
100	0.29941	broad	0.02828157	3	1	4	9	9	9
101	0.1204	broad	0.059270024	3	1	3	4	4	4
102	0.1204	broad	0.040267408	7	3	14	19	19	19
103	0.52817	broad	0.043346345	4	1	7	44	44	44
104	0.29941	broad	0.070495665	5	1	10	44	44	44
105	0.1204	broad	0.046624124	5	2	5	22	22	22
106	0.52817	broad	0.01656282	6	4	6	8	8	8
107	0.00216	rare	0.0051032305	7	2	25	26	26	26
108	0.03786	medium	0.029816628	4	1	11	25	25	25
109	0.1204	broad	0.045809746	3	1	2	7	7	7
