vector_count	dimension	nlists	empty_lists	minimum_list_size	median_list_size	p95_list_size	maximum_list_size	average_list_size	list_size_cv	list_size_gini	maximum_to_average_list_ratio	mean_quantization_loss	p50_quantization_loss	p95_quantization_loss	maximum_quantization_loss	maximum_centroid_similarity	near_duplicate_centroids	p50_list_radius	p95_list_radius	maximum_list_radius
100000	4096	128	0	126	761.0	1289.5	1944	781.25	0.4150934738104178	0.23208515624999992	2.48832	0.204134713062644	0.19426721334457397	0.31359351277351366	0.7360573410987854	0.9384944438934326	0	0.9738585948944092	1.1504045367240905	1.3036897
