vector_count	dimension	vector_workload	filter_workload	selectivity	nlists	k	target_recall	method	runs	seeds	recall_min	recall_mean	recall_max	p50_min_ms	p50_median_ms	p50_max_ms	p95_min_ms	p95_median_ms	p95_max_ms	candidates_scored_mean	lists_probed_mean	oracle_wins	planner_regret_median	planner_regret_max	claim_passed	probe_safety_factor	candidate_multiplier	postfilter_candidate_multiplier_median	postfilter_safety_factor	vector_weight	filter_weight	rerank_factor
10000	128	clustered	random	0.5	64	10	0.95	auto	1	51	1.0	1.0	1.0	0.052375	0.052375	0.052375	0.077667	0.077667	0.077667	1272.3	16.0	0	1.0700292075388516	1.0700292075388516	true	8.0	16.0	8.0	2.0	0.5	0.5	4
10000	128	clustered	random	0.5	64	10	0.95	exact	1	51	1.0	1.0	1.0	0.196	0.196	0.196	0.228292	0.228292	0.228292	5000.0	0.0	0	1.0700292075388516	1.0700292075388516	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	random	0.5	64	10	0.95	filter_aware	1	51	1.0	1.0	1.0	0.044625	0.044625	0.044625	0.073291	0.073291	0.073291	1086.59	16.0	0	1.0700292075388516	1.0700292075388516	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	random	0.5	64	10	0.95	filter_aware_bound	1	51	1.0	1.0	1.0	0.061458	0.061458	0.061458	0.084208	0.084208	0.084208	1489.14	16.0	0	1.0700292075388516	1.0700292075388516	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	random	0.5	64	10	0.95	ivf_postfilter	1	51	1.0	1.0	1.0	0.098584	0.098584	0.098584	0.129625	0.129625	0.129625	2545.42	16.0	0	1.0700292075388516	1.0700292075388516	true	8.0	16.0	8.0	2.0	0.5	0.5	4
10000	128	clustered	random	0.5	64	10	0.95	ivf_prefilter	1	51	1.0	1.0	1.0	0.048583	0.048583	0.048583	0.072584	0.072584	0.072584	1272.3	16.0	1	1.0700292075388516	1.0700292075388516	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	random	1.0	64	10	0.95	auto	1	51	1.0	1.0	1.0	0.114083	0.114083	0.114083	0.137333	0.137333	0.137333	2545.42	16.0	0	1.0645968992248063	1.0645968992248063	false	8.0	16.0	8.0	2.0	0.5	0.5	4
10000	128	clustered	random	1.0	64	10	0.95	exact	1	51	1.0	1.0	1.0	0.36675	0.36675	0.36675	0.393292	0.393292	0.393292	10000.0	0.0	0	1.0645968992248063	1.0645968992248063	false	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	random	1.0	64	10	0.95	filter_aware	1	51	1.0	1.0	1.0	0.109458	0.109458	0.109458	0.129	0.129	0.129	2545.42	16.0	1	1.0645968992248063	1.0645968992248063	false	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	random	1.0	64	10	0.95	filter_aware_bound	1	51	1.0	1.0	1.0	0.135583	0.135583	0.135583	0.155667	0.155667	0.155667	2972.96	16.0	0	1.0645968992248063	1.0645968992248063	false	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	random	1.0	64	10	0.95	ivf_postfilter	1	51	1.0	1.0	1.0	0.110791	0.110791	0.110791	0.130792	0.130792	0.130792	2545.42	16.0	0	1.0645968992248063	1.0645968992248063	false	8.0	16.0	8.0	2.0	0.5	0.5	4
10000	128	clustered	random	1.0	64	10	0.95	ivf_prefilter	1	51	1.0	1.0	1.0	0.106625	0.106625	0.106625	0.137042	0.137042	0.137042	2545.42	16.0	0	1.0645968992248063	1.0645968992248063	false	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.001	64	10	0.95	auto	1	51	1.0	1.0	1.0	0.004708	0.004708	0.004708	0.00525	0.00525	0.00525	10.0	0.0	0	2.2493573264781492	2.2493573264781492	true	8.0	16.0	4.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.001	64	10	0.95	exact	1	51	1.0	1.0	1.0	0.001792	0.001792	0.001792	0.002334	0.002334	0.002334	10.0	0.0	1	2.2493573264781492	2.2493573264781492	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.001	64	10	0.95	filter_aware	1	51	1.0	1.0	1.0	0.010208	0.010208	0.010208	0.011417	0.011417	0.011417	10.0	64.0	0	2.2493573264781492	2.2493573264781492	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.001	64	10	0.95	filter_aware_bound	1	51	1.0	1.0	1.0	0.005916	0.005916	0.005916	0.006458	0.006458	0.006458	10.0	7.0	0	2.2493573264781492	2.2493573264781492	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.001	64	10	0.95	ivf_postfilter	1	51	1.0	1.0	1.0	0.983291	0.983291	0.983291	1.220167	1.220167	1.220167	10000.0	64.0	0	2.2493573264781492	2.2493573264781492	true	8.0	16.0	4.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.001	64	10	0.95	ivf_prefilter	1	51	1.0	1.0	1.0	0.008583	0.008583	0.008583	0.009625	0.009625	0.009625	10.0	64.0	0	2.2493573264781492	2.2493573264781492	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.01	64	10	0.95	auto	1	51	1.0	1.0	1.0	0.0075	0.0075	0.0075	0.007959	0.007959	0.007959	100.0	0.0	0	1.4470909090909094	1.4470909090909094	true	8.0	16.0	8.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.01	64	10	0.95	exact	1	51	1.0	1.0	1.0	0.004542	0.004542	0.004542	0.0055	0.0055	0.0055	100.0	0.0	1	1.4470909090909094	1.4470909090909094	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.01	64	10	0.95	filter_aware	1	51	1.0	1.0	1.0	0.014458	0.014458	0.014458	0.0165	0.0165	0.0165	100.0	64.0	0	1.4470909090909094	1.4470909090909094	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.01	64	10	0.95	filter_aware_bound	1	51	1.0	1.0	1.0	0.013042	0.013042	0.013042	0.014292	0.014292	0.014292	100.0	46.0	0	1.4470909090909094	1.4470909090909094	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.01	64	10	0.95	ivf_postfilter	1	51	1.0	1.0	1.0	0.746041	0.746041	0.746041	0.80425	0.80425	0.80425	10000.0	64.0	0	1.4470909090909094	1.4470909090909094	true	8.0	16.0	8.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.01	64	10	0.95	ivf_prefilter	1	51	1.0	1.0	1.0	0.01225	0.01225	0.01225	0.013917	0.013917	0.013917	100.0	64.0	0	1.4470909090909094	1.4470909090909094	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.05	64	10	0.95	auto	1	51	1.0	1.0	1.0	0.027417	0.027417	0.027417	0.031291	0.031291	0.031291	500.0	0.0	0	1.1293128338386025	1.1293128338386025	true	8.0	16.0	8.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.05	64	10	0.95	exact	1	51	1.0	1.0	1.0	0.024	0.024	0.024	0.027708	0.027708	0.027708	500.0	0.0	1	1.1293128338386025	1.1293128338386025	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.05	64	10	0.95	filter_aware	1	51	1.0	1.0	1.0	0.034666	0.034666	0.034666	0.038167	0.038167	0.038167	500.0	64.0	0	1.1293128338386025	1.1293128338386025	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.05	64	10	0.95	filter_aware_bound	1	51	1.0	1.0	1.0	0.034375	0.034375	0.034375	0.040458	0.040458	0.040458	499.86	58.98	0	1.1293128338386025	1.1293128338386025	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.05	64	10	0.95	ivf_postfilter	1	51	1.0	1.0	1.0	0.502042	0.502042	0.502042	0.535292	0.535292	0.535292	10000.0	64.0	0	1.1293128338386025	1.1293128338386025	true	8.0	16.0	8.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.05	64	10	0.95	ivf_prefilter	1	51	1.0	1.0	1.0	0.030834	0.030834	0.030834	0.034709	0.034709	0.034709	500.0	64.0	0	1.1293128338386025	1.1293128338386025	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.1	64	10	0.95	auto	1	51	1.0	1.0	1.0	0.03875	0.03875	0.03875	0.0425	0.0425	0.0425	1000.0	0.0	0	0.8854166666666667	0.8854166666666667	true	8.0	16.0	8.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.1	64	10	0.95	exact	1	51	1.0	1.0	1.0	0.0445	0.0445	0.0445	0.051	0.051	0.051	1000.0	0.0	0	0.8854166666666667	0.8854166666666667	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.1	64	10	0.95	filter_aware	1	51	1.0	1.0	1.0	0.043916	0.043916	0.043916	0.048	0.048	0.048	1000.0	64.0	1	0.8854166666666667	0.8854166666666667	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.1	64	10	0.95	filter_aware_bound	1	51	1.0	1.0	1.0	0.046042	0.046042	0.046042	0.049375	0.049375	0.049375	998.0	62.35	0	0.8854166666666667	0.8854166666666667	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.1	64	10	0.95	ivf_postfilter	1	51	1.0	1.0	1.0	0.378208	0.378208	0.378208	0.405583	0.405583	0.405583	10000.0	64.0	0	0.8854166666666667	0.8854166666666667	true	8.0	16.0	8.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.1	64	10	0.95	ivf_prefilter	1	51	1.0	1.0	1.0	0.041375	0.041375	0.041375	0.052125	0.052125	0.052125	1000.0	64.0	0	0.8854166666666667	0.8854166666666667	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.5	64	10	0.95	auto	1	51	1.0	1.0	1.0	0.05625	0.05625	0.05625	0.066791	0.066791	0.066791	1256.2	16.0	0	1.186530706507257	1.186530706507257	true	8.0	16.0	8.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.5	64	10	0.95	exact	1	51	1.0	1.0	1.0	0.182417	0.182417	0.182417	0.196041	0.196041	0.196041	5000.0	0.0	0	1.186530706507257	1.186530706507257	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.5	64	10	0.95	filter_aware	1	51	1.0	1.0	1.0	0.110292	0.110292	0.110292	0.124541	0.124541	0.124541	2577.39	32.0	0	1.186530706507257	1.186530706507257	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.5	64	10	0.95	filter_aware_bound	1	51	1.0	1.0	1.0	0.069625	0.069625	0.069625	0.080875	0.080875	0.080875	1447.86	16.0	0	1.186530706507257	1.186530706507257	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.5	64	10	0.95	ivf_postfilter	1	51	1.0	1.0	1.0	0.103541	0.103541	0.103541	0.124334	0.124334	0.124334	2545.42	16.0	0	1.186530706507257	1.186530706507257	true	8.0	16.0	8.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	0.5	64	10	0.95	ivf_prefilter	1	51	1.0	1.0	1.0	0.0465	0.0465	0.0465	0.056291	0.056291	0.056291	1256.2	16.0	1	1.186530706507257	1.186530706507257	true	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	1.0	64	10	0.95	auto	1	51	1.0	1.0	1.0	0.092709	0.092709	0.092709	0.109042	0.109042	0.109042	2545.42	16.0	0	0.9750431446889558	0.9750431446889558	false	8.0	16.0	8.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	1.0	64	10	0.95	exact	1	51	1.0	1.0	1.0	0.316541	0.316541	0.316541	0.363167	0.363167	0.363167	10000.0	0.0	0	0.9750431446889558	0.9750431446889558	false	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	1.0	64	10	0.95	filter_aware	1	51	1.0	1.0	1.0	0.092834	0.092834	0.092834	0.1165	0.1165	0.1165	2545.42	16.0	0	0.9750431446889558	0.9750431446889558	false	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	1.0	64	10	0.95	filter_aware_bound	1	51	1.0	1.0	1.0	0.117292	0.117292	0.117292	0.142792	0.142792	0.142792	2972.96	16.0	0	0.9750431446889558	0.9750431446889558	false	8.0	16.0	0.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	1.0	64	10	0.95	ivf_postfilter	1	51	1.0	1.0	1.0	0.096791	0.096791	0.096791	0.117625	0.117625	0.117625	2545.42	16.0	0	0.9750431446889558	0.9750431446889558	false	8.0	16.0	8.0	2.0	0.5	0.5	4
10000	128	clustered	skewed	1.0	64	10	0.95	ivf_prefilter	1	51	1.0	1.0	1.0	0.088792	0.088792	0.088792	0.111833	0.111833	0.111833	2545.42	16.0	1	0.9750431446889558	0.9750431446889558	false	8.0	16.0	0.0	2.0	0.5	0.5	4
