experiment	vector_count	dimension	vector_workload	filter_workload	selectivity	seed	method	executed_methods	selected_nprobe	selection_achieved	train_recall	train_p50_ms	train_p95_ms	heldout_recall	heldout_p50_ms	heldout_p95_ms	candidates_visited	candidates_scored	lists_probed	build_seconds	index_megabytes	postfilter_ranking_seconds	postfilter_ranking_megabytes	maxrss_megabytes	oracle_method	planner_regret	claim_passed	claim_speedup_p95	probe_safety_factor	candidate_multiplier	postfilter_candidate_multiplier	postfilter_safety_factor	vector_weight	filter_weight	rerank_factor
boundary-n10000-d128-clustered-correlated-s1_0-seed51	10000	128	clustered	correlated	1.0	51	filter_aware	filter_aware	16	true	1.0	0.125375	0.155708	1.0	0.092834	0.11225	2545.42	2545.42	16.0	0.361791833	0.489166259765625	0.0555645	7.6187591552734375	746.5	ivf_prefilter	0.9830890642615558	false	1.0300668151447663	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-correlated-s1_0-seed51	10000	128	clustered	correlated	1.0	51	filter_aware_bound	filter_aware_bound	16	true	1.0	0.157417	0.18275	1.0	0.111208	0.129541	2972.96	2972.96	16.0	0.361791833	0.489166259765625	0.0555645	7.6187591552734375	746.5	ivf_prefilter	0.9830890642615558	false	1.0300668151447663	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-correlated-s1_0-seed51	10000	128	clustered	correlated	1.0	51	auto	ivf_postfilter	0	true	NaN	NaN	NaN	1.0	0.093208	0.109	2545.42	2545.42	16.0	0.361791833	0.489166259765625	0.0555645	7.6187591552734375	746.5	ivf_prefilter	0.9830890642615558	false	1.0300668151447663	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_001-seed51	10000	128	clustered	anticorrelated	0.001	51	exact	exact	0	true	1.0	0.0015	0.00175	1.0	0.001292	0.002209	10.0	10.0	0.0	0.361791833	0.49088287353515625	0.0555645	7.6187591552734375	746.5	exact	2.2444545043005886	true	177.93023255813955	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_001-seed51	10000	128	clustered	anticorrelated	0.001	51	ivf_prefilter	ivf_prefilter	64	true	1.0	0.006125	0.007417	1.0	0.005708	0.006875	10.0	10.0	64.0	0.361791833	0.49088287353515625	0.0555645	7.6187591552734375	746.5	exact	2.2444545043005886	true	177.93023255813955	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_001-seed51	10000	128	clustered	anticorrelated	0.001	51	ivf_postfilter	ivf_postfilter	64	true	1.0	0.83525	0.8845	1.0	0.832916	0.956375	10000.0	10000.0	64.0	0.361791833	0.49088287353515625	0.0555645	7.6187591552734375	746.5	exact	2.2444545043005886	true	177.93023255813955	8.0	16.0	4.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_001-seed51	10000	128	clustered	anticorrelated	0.001	51	filter_aware	filter_aware	64	true	1.0	0.009292	0.011416	1.0	0.008125	0.008875	10.0	10.0	64.0	0.361791833	0.49088287353515625	0.0555645	7.6187591552734375	746.5	exact	2.2444545043005886	true	177.93023255813955	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_001-seed51	10000	128	clustered	anticorrelated	0.001	51	filter_aware_bound	filter_aware_bound	16	true	1.0	0.005375	0.005792	1.0	0.004792	0.005375	10.0	10.0	2.0	0.361791833	0.49088287353515625	0.0555645	7.6187591552734375	746.5	exact	2.2444545043005886	true	177.93023255813955	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_001-seed51	10000	128	clustered	anticorrelated	0.001	51	auto	exact	0	true	NaN	NaN	NaN	1.0	0.004167	0.004958	10.0	10.0	0.0	0.361791833	0.49088287353515625	0.0555645	7.6187591552734375	746.5	exact	2.2444545043005886	true	177.93023255813955	8.0	16.0	4.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_01-seed51	10000	128	clustered	anticorrelated	0.01	51	exact	exact	0	true	1.0	0.003958	0.004333	1.0	0.004208	0.005	100.0	100.0	0.0	0.361791833	0.4927825927734375	0.0555645	7.6187591552734375	746.53125	exact	1.5084	true	68.35184543406689	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_01-seed51	10000	128	clustered	anticorrelated	0.01	51	ivf_prefilter	ivf_prefilter	64	true	1.0	0.010708	0.012459	1.0	0.010833	0.012542	100.0	100.0	64.0	0.361791833	0.4927825927734375	0.0555645	7.6187591552734375	746.53125	exact	1.5084	true	68.35184543406689	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_01-seed51	10000	128	clustered	anticorrelated	0.01	51	ivf_postfilter	ivf_postfilter	64	true	1.0	0.732042	0.765459	1.0	0.739833	0.788917	10000.0	10000.0	64.0	0.361791833	0.4927825927734375	0.0555645	7.6187591552734375	746.53125	exact	1.5084	true	68.35184543406689	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_01-seed51	10000	128	clustered	anticorrelated	0.01	51	filter_aware	filter_aware	64	true	1.0	0.013875	0.015958	1.0	0.013667	0.015583	100.0	100.0	64.0	0.361791833	0.4927825927734375	0.0555645	7.6187591552734375	746.53125	exact	1.5084	true	68.35184543406689	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_01-seed51	10000	128	clustered	anticorrelated	0.01	51	filter_aware_bound	filter_aware_bound	64	true	1.0	0.010708	0.01225	1.0	0.010417	0.011542	100.0	100.0	20.0	0.361791833	0.4927825927734375	0.0555645	7.6187591552734375	746.53125	exact	1.5084	true	68.35184543406689	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_01-seed51	10000	128	clustered	anticorrelated	0.01	51	auto	exact	0	true	NaN	NaN	NaN	1.0	0.007208	0.007542	100.0	100.0	0.0	0.361791833	0.4927825927734375	0.0555645	7.6187591552734375	746.53125	exact	1.5084	true	68.35184543406689	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_05-seed51	10000	128	clustered	anticorrelated	0.05	51	exact	exact	0	true	1.0	0.02	0.025042	1.0	0.020625	0.023542	500.0	500.0	0.0	0.361791833	0.49628448486328125	0.0555645	7.6187591552734375	747.40625	exact	1.0194545917933906	true	15.393373616674587	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_05-seed51	10000	128	clustered	anticorrelated	0.05	51	ivf_prefilter	ivf_prefilter	64	true	1.0	0.025125	0.027291	1.0	0.025083	0.028208	500.0	500.0	64.0	0.361791833	0.49628448486328125	0.0555645	7.6187591552734375	747.40625	exact	1.0194545917933906	true	15.393373616674587	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_05-seed51	10000	128	clustered	anticorrelated	0.05	51	ivf_postfilter	ivf_postfilter	64	true	1.0	0.428666	0.468167	1.0	0.420709	0.453458	10000.0	10000.0	64.0	0.361791833	0.49628448486328125	0.0555645	7.6187591552734375	747.40625	exact	1.0194545917933906	true	15.393373616674587	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_05-seed51	10000	128	clustered	anticorrelated	0.05	51	filter_aware	filter_aware	64	true	1.0	0.027916	0.030917	1.0	0.028334	0.03175	500.0	500.0	64.0	0.361791833	0.49628448486328125	0.0555645	7.6187591552734375	747.40625	exact	1.0194545917933906	true	15.393373616674587	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_05-seed51	10000	128	clustered	anticorrelated	0.05	51	filter_aware_bound	filter_aware_bound	64	true	1.0	0.0275	0.030334	1.0	0.027125	0.029458	499.87	499.87	39.96	0.361791833	0.49628448486328125	0.0555645	7.6187591552734375	747.40625	exact	1.0194545917933906	true	15.393373616674587	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_05-seed51	10000	128	clustered	anticorrelated	0.05	51	auto	exact	0	true	NaN	NaN	NaN	1.0	0.02225	0.024	500.0	500.0	0.0	0.361791833	0.49628448486328125	0.0555645	7.6187591552734375	747.40625	exact	1.0194545917933906	true	15.393373616674587	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_1-seed51	10000	128	clustered	anticorrelated	0.1	51	exact	exact	0	true	1.0	0.037584	0.045375	1.0	0.035792	0.03875	1000.0	1000.0	0.0	0.361791833	0.5039291381835938	0.0555645	7.6187591552734375	748.984375	exact	1.0860129032258066	true	9.329170901698852	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_1-seed51	10000	128	clustered	anticorrelated	0.1	51	ivf_prefilter	ivf_prefilter	64	true	1.0	0.041875	0.045042	1.0	0.041083	0.04525	1000.0	1000.0	64.0	0.361791833	0.5039291381835938	0.0555645	7.6187591552734375	748.984375	exact	1.0860129032258066	true	9.329170901698852	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_1-seed51	10000	128	clustered	anticorrelated	0.1	51	ivf_postfilter	ivf_postfilter	64	true	1.0	0.42025	0.455959	1.0	0.423875	0.44975	10000.0	10000.0	64.0	0.361791833	0.5039291381835938	0.0555645	7.6187591552734375	748.984375	exact	1.0860129032258066	true	9.329170901698852	8.0	16.0	16.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_1-seed51	10000	128	clustered	anticorrelated	0.1	51	filter_aware	filter_aware	64	true	1.0	0.0435	0.047084	1.0	0.044	0.049083	1000.0	1000.0	64.0	0.361791833	0.5039291381835938	0.0555645	7.6187591552734375	748.984375	exact	1.0860129032258066	true	9.329170901698852	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_1-seed51	10000	128	clustered	anticorrelated	0.1	51	filter_aware_bound	filter_aware_bound	64	true	1.0	0.045584	0.048583	1.0	0.045042	0.048209	999.64	999.64	51.94	0.361791833	0.5039291381835938	0.0555645	7.6187591552734375	748.984375	exact	1.0860129032258066	true	9.329170901698852	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_1-seed51	10000	128	clustered	anticorrelated	0.1	51	auto	exact	0	true	NaN	NaN	NaN	1.0	0.038666	0.042083	1000.0	1000.0	0.0	0.361791833	0.5039291381835938	0.0555645	7.6187591552734375	748.984375	exact	1.0860129032258066	true	9.329170901698852	8.0	16.0	16.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_5-seed51	10000	128	clustered	anticorrelated	0.5	51	exact	exact	0	true	1.0	0.220041	0.296042	1.0	0.220834	0.27	5000.0	5000.0	0.0	0.361791833	0.49773406982421875	0.0555645	7.6187591552734375	757.8125	ivf_prefilter	1.0515070481207252	true	1.390129458388375	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_5-seed51	10000	128	clustered	anticorrelated	0.5	51	ivf_prefilter	ivf_prefilter	16	true	1.0	0.066792	0.09375	0.998	0.056833	0.074417	1313.38	1313.38	16.0	0.361791833	0.49773406982421875	0.0555645	7.6187591552734375	757.8125	ivf_prefilter	1.0515070481207252	true	1.390129458388375	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_5-seed51	10000	128	clustered	anticorrelated	0.5	51	ivf_postfilter	ivf_postfilter	16	true	1.0	0.135625	0.163333	0.991	0.111583	0.131541	2545.42	2545.42	16.0	0.361791833	0.49773406982421875	0.0555645	7.6187591552734375	757.8125	ivf_prefilter	1.0515070481207252	true	1.390129458388375	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_5-seed51	10000	128	clustered	anticorrelated	0.5	51	filter_aware	filter_aware	32	true	1.0	0.188	0.210958	0.9990000000000001	0.163541	0.187792	3680.96	3680.96	32.0	0.361791833	0.49773406982421875	0.0555645	7.6187591552734375	757.8125	ivf_prefilter	1.0515070481207252	true	1.390129458388375	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_5-seed51	10000	128	clustered	anticorrelated	0.5	51	filter_aware_bound	filter_aware_bound	16	true	1.0	0.088416	0.105625	0.9990000000000001	0.074667	0.094625	1530.24	1530.24	16.0	0.361791833	0.49773406982421875	0.0555645	7.6187591552734375	757.8125	ivf_prefilter	1.0515070481207252	true	1.390129458388375	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s0_5-seed51	10000	128	clustered	anticorrelated	0.5	51	auto	ivf_prefilter	0	true	NaN	NaN	NaN	0.998	0.061625	0.07825	1313.38	1313.38	16.0	0.361791833	0.49773406982421875	0.0555645	7.6187591552734375	757.8125	ivf_prefilter	1.0515070481207252	true	1.390129458388375	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s1_0-seed51	10000	128	clustered	anticorrelated	1.0	51	exact	exact	0	true	1.0	0.36775	0.4095	1.0	0.359125	0.39825	10000.0	10000.0	0.0	0.361791833	0.489166259765625	0.0555645	7.6187591552734375	757.875	ivf_postfilter	1.0559749498618838	false	0.9750221369539551	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s1_0-seed51	10000	128	clustered	anticorrelated	1.0	51	ivf_prefilter	ivf_prefilter	16	true	1.0	0.103458	0.121959	1.0	0.087875	0.108333	2545.42	2545.42	16.0	0.361791833	0.489166259765625	0.0555645	7.6187591552734375	757.875	ivf_postfilter	1.0559749498618838	false	0.9750221369539551	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s1_0-seed51	10000	128	clustered	anticorrelated	1.0	51	ivf_postfilter	ivf_postfilter	16	true	1.0	0.104083	0.130542	1.0	0.090875	0.105708	2545.42	2545.42	16.0	0.361791833	0.489166259765625	0.0555645	7.6187591552734375	757.875	ivf_postfilter	1.0559749498618838	false	0.9750221369539551	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s1_0-seed51	10000	128	clustered	anticorrelated	1.0	51	filter_aware	filter_aware	16	true	1.0	0.104334	0.129	1.0	0.089541	0.108416	2545.42	2545.42	16.0	0.361791833	0.489166259765625	0.0555645	7.6187591552734375	757.875	ivf_postfilter	1.0559749498618838	false	0.9750221369539551	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s1_0-seed51	10000	128	clustered	anticorrelated	1.0	51	filter_aware_bound	filter_aware_bound	16	true	1.0	0.131292	0.150083	1.0	0.111167	0.128459	2972.96	2972.96	16.0	0.361791833	0.489166259765625	0.0555645	7.6187591552734375	757.875	ivf_postfilter	1.0559749498618838	false	0.9750221369539551	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-anticorrelated-s1_0-seed51	10000	128	clustered	anticorrelated	1.0	51	auto	ivf_postfilter	0	true	NaN	NaN	NaN	1.0	0.094	0.111625	2545.42	2545.42	16.0	0.361791833	0.489166259765625	0.0555645	7.6187591552734375	757.875	ivf_postfilter	1.0559749498618838	false	0.9750221369539551	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_001-seed51	10000	128	clustered	skewed	0.001	51	exact	exact	0	true	1.0	0.001541	0.001791	1.0	0.001792	0.002334	10.0	10.0	0.0	0.361791833	0.49176788330078125	0.0555645	7.6187591552734375	757.90625	exact	2.2493573264781492	true	188.93883555280271	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_001-seed51	10000	128	clustered	skewed	0.001	51	ivf_prefilter	ivf_prefilter	64	true	1.0	0.007166	0.009959	1.0	0.008583	0.009625	10.0	10.0	64.0	0.361791833	0.49176788330078125	0.0555645	7.6187591552734375	757.90625	exact	2.2493573264781492	true	188.93883555280271	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_001-seed51	10000	128	clustered	skewed	0.001	51	ivf_postfilter	ivf_postfilter	64	true	1.0	1.173875	1.478334	1.0	0.983291	1.220167	10000.0	10000.0	64.0	0.361791833	0.49176788330078125	0.0555645	7.6187591552734375	757.90625	exact	2.2493573264781492	true	188.93883555280271	8.0	16.0	4.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_001-seed51	10000	128	clustered	skewed	0.001	51	filter_aware	filter_aware	64	true	1.0	0.010542	0.013625	1.0	0.010208	0.011417	10.0	10.0	64.0	0.361791833	0.49176788330078125	0.0555645	7.6187591552734375	757.90625	exact	2.2493573264781492	true	188.93883555280271	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_001-seed51	10000	128	clustered	skewed	0.001	51	filter_aware_bound	filter_aware_bound	64	true	1.0	0.005875	0.007375	1.0	0.005916	0.006458	10.0	10.0	7.0	0.361791833	0.49176788330078125	0.0555645	7.6187591552734375	757.90625	exact	2.2493573264781492	true	188.93883555280271	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_001-seed51	10000	128	clustered	skewed	0.001	51	auto	exact	0	true	NaN	NaN	NaN	1.0	0.004708	0.00525	10.0	10.0	0.0	0.361791833	0.49176788330078125	0.0555645	7.6187591552734375	757.90625	exact	2.2493573264781492	true	188.93883555280271	8.0	16.0	4.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_01-seed51	10000	128	clustered	skewed	0.01	51	exact	exact	0	true	1.0	0.005	0.005417	1.0	0.004542	0.0055	100.0	100.0	0.0	0.361791833	0.4965667724609375	0.0555645	7.6187591552734375	757.921875	exact	1.4470909090909094	true	56.27273999440247	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_01-seed51	10000	128	clustered	skewed	0.01	51	ivf_prefilter	ivf_prefilter	64	true	1.0	0.013416	0.015791	1.0	0.01225	0.013917	100.0	100.0	64.0	0.361791833	0.4965667724609375	0.0555645	7.6187591552734375	757.921875	exact	1.4470909090909094	true	56.27273999440247	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_01-seed51	10000	128	clustered	skewed	0.01	51	ivf_postfilter	ivf_postfilter	64	true	1.0	0.755375	0.838583	1.0	0.746041	0.80425	10000.0	10000.0	64.0	0.361791833	0.4965667724609375	0.0555645	7.6187591552734375	757.921875	exact	1.4470909090909094	true	56.27273999440247	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_01-seed51	10000	128	clustered	skewed	0.01	51	filter_aware	filter_aware	64	true	1.0	0.017167	0.020083	1.0	0.014458	0.0165	100.0	100.0	64.0	0.361791833	0.4965667724609375	0.0555645	7.6187591552734375	757.921875	exact	1.4470909090909094	true	56.27273999440247	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_01-seed51	10000	128	clustered	skewed	0.01	51	filter_aware_bound	filter_aware_bound	64	true	1.0	0.015292	0.0165	1.0	0.013042	0.014292	100.0	100.0	46.0	0.361791833	0.4965667724609375	0.0555645	7.6187591552734375	757.921875	exact	1.4470909090909094	true	56.27273999440247	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_01-seed51	10000	128	clustered	skewed	0.01	51	auto	exact	0	true	NaN	NaN	NaN	1.0	0.0075	0.007959	100.0	100.0	0.0	0.361791833	0.4965667724609375	0.0555645	7.6187591552734375	757.921875	exact	1.4470909090909094	true	56.27273999440247	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_05-seed51	10000	128	clustered	skewed	0.05	51	exact	exact	0	true	1.0	0.023042	0.029667	1.0	0.024	0.027708	500.0	500.0	0.0	0.361791833	0.5046615600585938	0.0555645	7.6187591552734375	758.46875	exact	1.1293128338386025	true	14.024995414887206	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_05-seed51	10000	128	clustered	skewed	0.05	51	ivf_prefilter	ivf_prefilter	64	true	1.0	0.037458	0.046875	1.0	0.030834	0.034709	500.0	500.0	64.0	0.361791833	0.5046615600585938	0.0555645	7.6187591552734375	758.46875	exact	1.1293128338386025	true	14.024995414887206	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_05-seed51	10000	128	clustered	skewed	0.05	51	ivf_postfilter	ivf_postfilter	64	true	1.0	0.5075	0.557625	1.0	0.502042	0.535292	10000.0	10000.0	64.0	0.361791833	0.5046615600585938	0.0555645	7.6187591552734375	758.46875	exact	1.1293128338386025	true	14.024995414887206	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_05-seed51	10000	128	clustered	skewed	0.05	51	filter_aware	filter_aware	64	true	1.0	0.042542	0.0535	1.0	0.034666	0.038167	500.0	500.0	64.0	0.361791833	0.5046615600585938	0.0555645	7.6187591552734375	758.46875	exact	1.1293128338386025	true	14.024995414887206	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_05-seed51	10000	128	clustered	skewed	0.05	51	filter_aware_bound	filter_aware_bound	64	true	1.0	0.042334	0.052917	1.0	0.034375	0.040458	499.86	499.86	58.98	0.361791833	0.5046615600585938	0.0555645	7.6187591552734375	758.46875	exact	1.1293128338386025	true	14.024995414887206	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_05-seed51	10000	128	clustered	skewed	0.05	51	auto	exact	0	true	NaN	NaN	NaN	1.0	0.027417	0.031291	500.0	500.0	0.0	0.361791833	0.5046615600585938	0.0555645	7.6187591552734375	758.46875	exact	1.1293128338386025	true	14.024995414887206	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_1-seed51	10000	128	clustered	skewed	0.1	51	exact	exact	0	true	1.0	0.044083	0.049917	1.0	0.0445	0.051	1000.0	1000.0	0.0	0.361791833	0.508453369140625	0.0555645	7.6187591552734375	758.515625	filter_aware	0.8854166666666667	true	8.449645833333333	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_1-seed51	10000	128	clustered	skewed	0.1	51	ivf_prefilter	ivf_prefilter	64	true	1.0	0.049125	0.069167	1.0	0.041375	0.052125	1000.0	1000.0	64.0	0.361791833	0.508453369140625	0.0555645	7.6187591552734375	758.515625	filter_aware	0.8854166666666667	true	8.449645833333333	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_1-seed51	10000	128	clustered	skewed	0.1	51	ivf_postfilter	ivf_postfilter	64	true	1.0	0.458875	0.505167	1.0	0.378208	0.405583	10000.0	10000.0	64.0	0.361791833	0.508453369140625	0.0555645	7.6187591552734375	758.515625	filter_aware	0.8854166666666667	true	8.449645833333333	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_1-seed51	10000	128	clustered	skewed	0.1	51	filter_aware	filter_aware	64	true	1.0	0.051417	0.077625	1.0	0.043916	0.048	1000.0	1000.0	64.0	0.361791833	0.508453369140625	0.0555645	7.6187591552734375	758.515625	filter_aware	0.8854166666666667	true	8.449645833333333	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_1-seed51	10000	128	clustered	skewed	0.1	51	filter_aware_bound	filter_aware_bound	64	true	1.0	0.054208	0.078459	1.0	0.046042	0.049375	998.0	998.0	62.35	0.361791833	0.508453369140625	0.0555645	7.6187591552734375	758.515625	filter_aware	0.8854166666666667	true	8.449645833333333	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_1-seed51	10000	128	clustered	skewed	0.1	51	auto	exact	0	true	NaN	NaN	NaN	1.0	0.03875	0.0425	1000.0	1000.0	0.0	0.361791833	0.508453369140625	0.0555645	7.6187591552734375	758.515625	filter_aware	0.8854166666666667	true	8.449645833333333	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_5-seed51	10000	128	clustered	skewed	0.5	51	exact	exact	0	true	1.0	0.215625	0.228458	1.0	0.182417	0.196041	5000.0	5000.0	0.0	0.361791833	0.49604034423828125	0.0555645	7.6187591552734375	760.625	ivf_prefilter	1.186530706507257	true	1.5373601236476042	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_5-seed51	10000	128	clustered	skewed	0.5	51	ivf_prefilter	ivf_prefilter	16	true	1.0	0.053333	0.061458	1.0	0.0465	0.056291	1256.2	1256.2	16.0	0.361791833	0.49604034423828125	0.0555645	7.6187591552734375	760.625	ivf_prefilter	1.186530706507257	true	1.5373601236476042	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_5-seed51	10000	128	clustered	skewed	0.5	51	ivf_postfilter	ivf_postfilter	16	true	1.0	0.095875	0.113084	1.0	0.103541	0.124334	2545.42	2545.42	16.0	0.361791833	0.49604034423828125	0.0555645	7.6187591552734375	760.625	ivf_prefilter	1.186530706507257	true	1.5373601236476042	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_5-seed51	10000	128	clustered	skewed	0.5	51	filter_aware	filter_aware	32	true	1.0	0.090833	0.108542	1.0	0.110292	0.124541	2577.39	2577.39	32.0	0.361791833	0.49604034423828125	0.0555645	7.6187591552734375	760.625	ivf_prefilter	1.186530706507257	true	1.5373601236476042	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_5-seed51	10000	128	clustered	skewed	0.5	51	filter_aware_bound	filter_aware_bound	16	true	1.0	0.065791	0.08425	1.0	0.069625	0.080875	1447.86	1447.86	16.0	0.361791833	0.49604034423828125	0.0555645	7.6187591552734375	760.625	ivf_prefilter	1.186530706507257	true	1.5373601236476042	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s0_5-seed51	10000	128	clustered	skewed	0.5	51	auto	ivf_prefilter	0	true	NaN	NaN	NaN	1.0	0.05625	0.066791	1256.2	1256.2	16.0	0.361791833	0.49604034423828125	0.0555645	7.6187591552734375	760.625	ivf_prefilter	1.186530706507257	true	1.5373601236476042	8.0	16.0	8.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s1_0-seed51	10000	128	clustered	skewed	1.0	51	exact	exact	0	true	1.0	0.368125	0.405792	1.0	0.316541	0.363167	10000.0	10000.0	0.0	0.361791833	0.489166259765625	0.0555645	7.6187591552734375	760.625	ivf_prefilter	0.9750431446889558	false	1.0096566523605148	8.0	16.0	0.0	2.0	0.5	0.5	4
boundary-n10000-d128-clustered-skewed-s1_0-seed51	10000	128	clustered	skewed	1.0	51	ivf_prefilter	ivf_prefilter	16	true	1.0	0.09125	0.113125	1.0	0.088792	0.111833	2545.42	2545.42	16.0	0.361791833	0.489166259765625	0.0555645	7.6187591552734375	760.625	ivf_prefilter	0.9750431446889558	false	1.0096566523605148	8.0	16.0	0.0	2.0	0.5	0.5	4
