vector_count	dimension	nlists	empty_lists	minimum_list_size	median_list_size	p95_list_size	maximum_list_size	average_list_size	list_size_cv	list_size_gini	maximum_to_average_list_ratio	mean_quantization_loss	p50_quantization_loss	p95_quantization_loss	maximum_quantization_loss	maximum_centroid_similarity	near_duplicate_centroids	p50_list_radius	p95_list_radius	maximum_list_radius
300000	4096	1536	0	1	180.0	455.25	676	195.3125	0.6873176647421967	0.3823122743055556	3.46112	0.15169190963963666	0.14302599430084229	0.24056192338466642	0.6365581154823303	0.9731696248054504	0	0.7760069668292999	0.9915489852428436	1.1988375
