vector_count	dimension	nlists	empty_lists	minimum_list_size	median_list_size	p95_list_size	maximum_list_size	average_list_size	list_size_cv	list_size_gini	maximum_to_average_list_ratio	mean_quantization_loss	p50_quantization_loss	p95_quantization_loss	maximum_quantization_loss	maximum_centroid_similarity	near_duplicate_centroids	p50_list_radius	p95_list_radius	maximum_list_radius
30000	4096	64	0	114	416.0	862.9499999999998	1724	468.75	0.5387312172544343	0.2686270833333333	3.6778666666666666	0.19554635313947996	0.18349450826644897	0.3063792824745178	0.639767587184906	0.9519555568695068	0	0.9503010809421539	1.1204123616218566	1.2022803
