query_index	selectivity	bucket	centroid_margin	truth_list_count	nprobe_50	nprobe_90	nprobe_95	nprobe_100	maximum_truth_list_rank
216	0.29941	broad	0.09087461	2	1	1	4	4	4
217	0.29941	broad	0.047943354	3	1	3	6	6	6
218	0.01163	medium	0.031733215	5	2	8	15	15	15
219	0.29941	broad	0.055117846	3	1	2	4	4	4
220	0.52817	broad	0.05682403	2	1	4	4	4	4
221	0.52817	broad	0.073649585	2	1	1	4	4	4
222	0.00216	rare	0.036281705	8	7	18	26	26	26
223	0.1204	broad	0.07647723	6	3	8	12	12	12
224	0.52817	broad	0.02980256	3	1	2	13	13	13
225	0.01163	medium	0.048524022	4	2	7	19	19	19
226	0.03786	medium	0.04737687	3	1	3	3	3	3
227	0.03786	medium	0.039819717	6	3	9	17	17	17
228	0.03786	medium	0.069824696	4	4	18	18	18	18
229	0.01163	medium	0.010590732	8	12	15	21	21	21
230	0.52817	broad	0.0013549328	5	3	4	8	8	8
231	0.1204	broad	0.005781114	7	3	7	19	19	19
232	0.29941	broad	0.040014982	5	1	7	19	19	19
233	0.29941	broad	0.04508078	1	1	1	1	1	1
234	0.29941	broad	0.049330473	2	1	1	2	2	2
235	0.29941	broad	0.0047625303	5	2	8	13	13	13
236	0.03786	medium	0.0850181	5	2	6	8	8	8
237	0.1204	broad	0.014012933	4	2	4	11	11	11
238	0.01163	medium	0.08227897	5	3	7	12	12	12
239	0.00031	rare	0.008043289	6	12	12	24	24	24
240	0.03786	medium	0.0053901076	6	4	8	18	18	18
241	0.01163	medium	0.110673904	3	1	3	50	50	50
242	0.52817	broad	0.04068613	4	1	4	5	5	5
243	0.1204	broad	0.010218799	3	1	3	3	3	3
244	0.29941	broad	0.044125497	4	1	8	22	22	22
245	0.1204	broad	0.005190432	2	2	2	23	23	23
246	0.01163	medium	0.048107922	7	3	19	29	29	29
247	0.1204	broad	0.09430683	3	1	2	6	6	6
248	0.00216	rare	0.07829815	6	5	10	12	12	12
249	0.03786	medium	0.057915866	5	2	11	11	11	11
250	0.29941	broad	0.05129981	2	1	1	14	14	14
251	0.03786	medium	0.021471262	6	3	13	18	18	18
252	0.00216	rare	0.07203412	8	3	32	40	40	40
253	0.01163	medium	0.01347816	6	3	10	21	21	21
254	0.52817	broad	0.09616268	5	10	14	22	22	22
255	0.00031	rare	0.11678809	6	9	27	27	27	27
256	0.03786	medium	0.007682681	6	3	15	23	23	23
