nprobe	bucket	query_count	recall	minimum_recall	p50_candidates	p95_candidates	average_candidates	average_matching_candidates	average_database_fraction
1	all	256	0.4273437499999999	0.0	1107.0	2677.0	1273.77734375	222.765625	0.0127377734375
1	broad	136	0.5294117647058824	0.0	1107.0	2662.0	1268.514705882353	397.8602941176471	0.012685147058823532
1	medium	90	0.3577777777777778	0.0	1101.0	2677.0	1303.4444444444443	31.61111111111111	0.013034444444444444
1	rare	30	0.1733333333333333	0.0	1115.5	2311.149999999998	1208.6333333333334	2.466666666666667	0.012086333333333333
2	all	256	0.5941406250000001	0.0	2205.5	3935.0	2587.97265625	463.76171875	0.0258797265625
2	broad	136	0.733823529411765	0.1	2231.0	4051.0	2618.7426470588234	828.8455882352941	0.026187426470588235
2	medium	90	0.49777777777777776	0.0	2186.0	3795.15	2577.1666666666665	65.2	0.02577166666666667
2	rare	30	0.25	0.0	2144.5	3874.6999999999994	2480.9	4.4	0.024808999999999994
4	all	256	0.7164062499999999	0.0	4686.0	6571.0	5033.08984375	894.3515625	0.0503308984375
4	broad	136	0.8404411764705886	0.2	4753.5	6585.0	5079.0	1588.3676470588234	0.05079
4	medium	90	0.6477777777777778	0.1	4699.0	6484.599999999999	5000.888888888889	140.64444444444445	0.05000888888888889
4	rare	30	0.36000000000000004	0.0	4592.5	6416.4	4921.566666666667	9.266666666666667	0.04921566666666666
8	all	256	0.83828125	0.0	9640.0	12339.0	9845.47265625	1745.1640625	0.09845472656250001
8	broad	136	0.9316176470588239	0.4	9640.0	12339.0	9831.485294117647	3094.154411764706	0.09831485294117646
8	medium	90	0.7866666666666666	0.2	9443.0	12251.95	9770.444444444445	281.8	0.09770444444444444
8	rare	30	0.5700000000000001	0.0	10142.0	12227.949999999995	10133.966666666667	19.833333333333332	0.10133966666666665
16	all	256	0.9351562499999999	0.0	20253.0	23129.75	20334.265625	3636.80078125	0.20334265625000003
16	broad	136	0.9816176470588237	0.7	20286.0	23166.5	20371.75	6420.007352941177	0.2037175
16	medium	90	0.9177777777777777	0.4	20059.5	22968.050000000003	20209.87777777778	628.7555555555556	0.2020987777777778
16	rare	30	0.7766666666666667	0.0	20827.5	23301.9	20537.5	43.733333333333334	0.20537500000000003
32	all	256	0.99453125	0.8	43877.5	45792.25	44049.6640625	7835.81640625	0.44049664062499994
32	broad	136	0.998529411764706	0.9	44171.5	45943.75	44199.56617647059	13849.926470588236	0.44199566176470595
32	medium	90	0.9922222222222222	0.8	43749.0	45708.05	43901.38888888889	1325.4555555555555	0.4390138888888889
32	rare	30	0.9833333333333333	0.8	43599.5	45269.9	43814.933333333334	102.93333333333334	0.43814933333333334
64	all	256	1.0	1.0	100000.0	100000.0	100000.0	17760.828125	1.0
64	broad	136	1.0	1.0	100000.0	100000.0	100000.0	31755.345588235294	1.0
64	medium	90	1.0	1.0	100000.0	100000.0	100000.0	2474.5	1.0
64	rare	30	1.0	1.0	100000.0	100000.0	100000.0	178.0	1.0
