vector_count	dimension	nlists	empty_lists	minimum_list_size	median_list_size	p95_list_size	maximum_list_size	average_list_size	list_size_cv	list_size_gini	maximum_to_average_list_ratio	mean_quantization_loss	p50_quantization_loss	p95_quantization_loss	maximum_quantization_loss	maximum_centroid_similarity	near_duplicate_centroids	p50_list_radius	p95_list_radius	maximum_list_radius
300000	4096	2048	0	1	127.0	359.0	771	146.484375	0.7640088516066639	0.4171621386718749	5.26336	0.15002553846975167	0.14156535267829895	0.23828055858612054	0.6641461849212646	0.9746181964874268	0	0.761409193277359	0.9805666655302048	1.2282858
