dataset	experiment	vector_count	dimension	train_queries	heldout_queries	method	selected_nprobe	train_recall	heldout_recall	p50_ms	p95_ms	qps	candidates_visited	candidates_scored	lists_probed	build_seconds	index_megabytes	source_megabytes	peak_rss_megabytes	target_recall	recall_gate	planner_gate	oracle_method	planner_regret
arxiv-for-fanns-medium	arxiv-fanns-medium	100000	4096	24	48	exact	0	1.0	1.0	5.97275	48.36875	66.17604696725816	16633.0625	16633.0625	0.0	11.352053	16.631832122802734	1762.1935329437256	3375.96875	0.95	true	true	exact	0.7692897583667141
arxiv-for-fanns-medium	arxiv-fanns-medium	100000	4096	24	48	ivf_prefilter	64	1.0	1.0	5.3665	70.643916	44.639524436174376	16633.0625	16633.0625	64.0	11.352053	16.631832122802734	1762.1935329437256	3375.96875	0.95	true	true	exact	0.7692897583667141
arxiv-for-fanns-medium	arxiv-fanns-medium	100000	4096	24	48	ivf_postfilter	64	1.0	1.0	125.337958	151.217459	7.802866911218855	100000.0	100000.0	64.0	11.352053	16.631832122802734	1762.1935329437256	3375.96875	0.95	true	true	exact	0.7692897583667141
arxiv-for-fanns-medium	arxiv-fanns-medium	100000	4096	24	48	filter_aware	64	1.0	1.0	5.283958	70.09225	48.6853960977873	16633.0625	16633.0625	64.0	11.352053	16.631832122802734	1762.1935329437256	3375.96875	0.95	true	true	exact	0.7692897583667141
arxiv-for-fanns-medium	arxiv-fanns-medium	100000	4096	24	48	filter_aware_bound	64	1.0	1.0	5.926875	69.922917	47.33197130096721	16633.0625	16633.0625	59.3125	11.352053	16.631832122802734	1762.1935329437256	3375.96875	0.95	true	true	exact	0.7692897583667141
arxiv-for-fanns-medium	arxiv-fanns-medium	100000	4096	24	48	auto	0	NaN	1.0	5.885917	37.209584	73.31183721316707	16633.0625	16633.0625	0.0	11.352053	16.631832122802734	1762.1935329437256	3375.96875	0.95	true	true	exact	0.7692897583667141
