nprobe	bucket	query_count	recall	minimum_recall	p50_candidates	p95_candidates	average_candidates	average_matching_candidates	average_database_fraction
1	all	256	0.25703125	0.0	164.0	297.0	173.6640625	32.4453125	0.0017366406249999997
1	broad	136	0.35588235294117654	0.0	175.0	302.0	179.41176470588235	58.05882352941177	0.0017941176470588239
1	medium	90	0.18111111111111108	0.0	164.0	269.44999999999993	166.07777777777778	4.4222222222222225	0.0016607777777777777
1	rare	30	0.03666666666666667	0.0	176.0	250.44999999999993	170.36666666666667	0.4	0.0017036666666666665
2	all	256	0.370703125	0.0	342.0	521.0	342.6875	60.15234375	0.003426875
2	broad	136	0.4919117647058824	0.0	341.0	524.0	341.2352941176471	106.99264705882354	0.0034123529411764705
2	medium	90	0.28444444444444444	0.0	341.0	521.0	346.1111111111111	9.11111111111111	0.003461111111111111
2	rare	30	0.08000000000000002	0.0	368.5	437.7999999999999	339.0	0.9333333333333333	0.0033899999999999994
4	all	256	0.5074218749999999	0.0	652.0	998.0	683.09375	121.05859375	0.006830937499999999
4	broad	136	0.6514705882352941	0.0	647.0	1027.0	681.5294117647059	215.00735294117646	0.006815294117647058
4	medium	90	0.4122222222222222	0.0	678.0	974.9	696.0444444444445	18.91111111111111	0.006960444444444444
4	rare	30	0.14	0.0	643.0	882.7999999999998	651.3333333333334	1.6	0.006513333333333334
8	all	256	0.61484375	0.0	1252.5	1823.0	1303.55078125	232.234375	0.0130355078125
8	broad	136	0.7639705882352943	0.2	1268.0	1841.25	1303.1617647058824	413.97058823529414	0.013031617647058824
8	medium	90	0.528888888888889	0.0	1274.0	1795.75	1318.3444444444444	34.166666666666664	0.013183444444444444
8	rare	30	0.19666666666666668	0.0	1226.5	1653.2	1260.9333333333334	2.566666666666667	0.012609333333333332
16	all	256	0.7273437500000002	0.0	2454.5	3363.75	2519.234375	444.19140625	0.02519234375
16	broad	136	0.8632352941176472	0.3	2468.5	3318.25	2502.455882352941	790.4926470588235	0.025024558823529414
16	medium	90	0.6644444444444445	0.1	2508.5	3426.8	2576.222222222222	67.28888888888889	0.02576222222222222
16	rare	30	0.3	0.0	2387.0	3187.2999999999993	2424.3333333333335	5.0	0.024243333333333335
32	all	256	0.8230468749999998	0.0	4812.0	5985.5	4885.6171875	866.4296875	0.04885617187499999
32	broad	136	0.9330882352941179	0.6	4781.5	5963.0	4876.985294117647	1537.9558823529412	0.04876985294117647
32	medium	90	0.7844444444444445	0.4	4825.0	6069.549999999999	4924.033333333334	137.2	0.04924033333333334
32	rare	30	0.44000000000000006	0.0	4892.0	5745.649999999999	4809.5	9.866666666666667	0.048095000000000006
64	all	256	0.903125	0.0	9716.0	11423.0	9674.3828125	1713.37890625	0.096743828125
64	broad	136	0.9742647058823529	0.7	9716.0	11062.75	9632.125	3030.0661764705883	0.09632125000000001
64	medium	90	0.8955555555555557	0.6	9735.5	11760.6	9765.166666666666	287.9	0.09765166666666668
64	rare	30	0.6033333333333335	0.0	9545.0	11189.699999999997	9593.6	20.833333333333332	0.09593600000000002
128	all	256	0.963671875	0.0	19481.5	21837.0	19503.02734375	3486.6171875	0.19503027343750004
128	broad	136	0.9941176470588234	0.8	19530.0	21811.0	19512.595588235294	6151.242647058823	0.19512595588235293
128	medium	90	0.958888888888889	0.7	19415.5	21947.75	19506.088888888888	606.6111111111111	0.1950608888888889
128	rare	30	0.8399999999999999	0.0	19291.5	21914.35	19450.466666666667	47.0	0.19450466666666666
256	all	256	0.997265625	0.9	40207.0	45046.0	40698.23046875	7229.5078125	0.4069823046875
256	broad	136	0.9992647058823529	0.9	40105.5	45088.25	40666.470588235294	12771.367647058823	0.40666470588235293
256	medium	90	0.9966666666666666	0.9	40316.5	44940.8	40782.044444444444	1231.6888888888889	0.40782044444444443
256	rare	30	0.99	0.9	40014.0	45052.44999999999	40590.76666666667	99.86666666666666	0.40590766666666667
512	all	256	1.0	1.0	100000.0	100000.0	100000.0	17760.828125	1.0
512	broad	136	1.0	1.0	100000.0	100000.0	100000.0	31755.345588235294	1.0
512	medium	90	1.0	1.0	100000.0	100000.0	100000.0	2474.5	1.0
512	rare	30	1.0	1.0	100000.0	100000.0	100000.0	178.0	1.0
