query_index	selectivity	bucket	centroid_margin	truth_list_count	nprobe_50	nprobe_90	nprobe_95	nprobe_100	maximum_truth_list_rank	nprobe	truth_list_recall	candidates_visited	matching_candidates	database_fraction
1	0.29941	broad	0.0009917617	7	3	16	17	17	17	1	0.2	177	72	0.00177
1	0.29941	broad	0.0009917617	7	3	16	17	17	17	2	0.3	341	124	0.00341
1	0.29941	broad	0.0009917617	7	3	16	17	17	17	4	0.6	788	291	0.00788
1	0.29941	broad	0.0009917617	7	3	16	17	17	17	8	0.6	1732	599	0.01732
1	0.29941	broad	0.0009917617	7	3	16	17	17	17	16	0.9	3417	1139	0.03417
1	0.29941	broad	0.0009917617	7	3	16	17	17	17	32	1.0	6103	2046	0.06103
1	0.29941	broad	0.0009917617	7	3	16	17	17	17	64	1.0	10932	3704	0.10932
1	0.29941	broad	0.0009917617	7	3	16	17	17	17	128	1.0	20123	6960	0.20123
1	0.29941	broad	0.0009917617	7	3	16	17	17	17	256	1.0	39328	13151	0.39328
1	0.29941	broad	0.0009917617	7	3	16	17	17	17	512	1.0	100000	29941	1.0
2	0.01163	medium	0.09474003	7	2	19	22	22	22	1	0.4	231	4	0.00231
2	0.01163	medium	0.09474003	7	2	19	22	22	22	2	0.5	364	5	0.00364
2	0.01163	medium	0.09474003	7	2	19	22	22	22	4	0.6	707	12	0.00707
2	0.01163	medium	0.09474003	7	2	19	22	22	22	8	0.7	1404	23	0.01404
2	0.01163	medium	0.09474003	7	2	19	22	22	22	16	0.8	2582	38	0.02582
2	0.01163	medium	0.09474003	7	2	19	22	22	22	32	1.0	5514	105	0.05514
2	0.01163	medium	0.09474003	7	2	19	22	22	22	64	1.0	10424	158	0.10424
2	0.01163	medium	0.09474003	7	2	19	22	22	22	128	1.0	20951	369	0.20951
2	0.01163	medium	0.09474003	7	2	19	22	22	22	256	1.0	39643	620	0.39643
2	0.01163	medium	0.09474003	7	2	19	22	22	22	512	1.0	100000	1163	1.0
3	0.52817	broad	0.011297643	4	1	12	22	22	22	1	0.7	297	163	0.00297
3	0.52817	broad	0.011297643	4	1	12	22	22	22	2	0.7	438	247	0.00438
3	0.52817	broad	0.011297643	4	1	12	22	22	22	4	0.8	799	465	0.00799
3	0.52817	broad	0.011297643	4	1	12	22	22	22	8	0.8	1392	830	0.01392
3	0.52817	broad	0.011297643	4	1	12	22	22	22	16	0.9	2239	1251	0.02239
3	0.52817	broad	0.011297643	4	1	12	22	22	22	32	1.0	4731	2226	0.04731
3	0.52817	broad	0.011297643	4	1	12	22	22	22	64	1.0	9396	4205	0.09396
3	0.52817	broad	0.011297643	4	1	12	22	22	22	128	1.0	17739	8081	0.17739
3	0.52817	broad	0.011297643	4	1	12	22	22	22	256	1.0	38756	17061	0.38756
