vector_count	dimension	nlists	empty_lists	minimum_list_size	median_list_size	p95_list_size	maximum_list_size	average_list_size	list_size_cv	list_size_gini	maximum_to_average_list_ratio	mean_quantization_loss	p50_quantization_loss	p95_quantization_loss	maximum_quantization_loss	maximum_centroid_similarity	near_duplicate_centroids	p50_list_radius	p95_list_radius	maximum_list_radius
100000	4096	512	0	1	175.5	417.45	725	195.3125	0.6110973735829668	0.3366321875	3.712	0.18270080968916416	0.17269077897071838	0.28432821035385114	0.6520277261734009	0.9701892137527466	0	0.8618394136428833	1.0586405873298643	1.21539
