vector_count	dimension	nlists	empty_lists	minimum_list_size	median_list_size	p95_list_size	maximum_list_size	average_list_size	list_size_cv	list_size_gini	maximum_to_average_list_ratio	mean_quantization_loss	p50_quantization_loss	p95_quantization_loss	maximum_quantization_loss	maximum_centroid_similarity	near_duplicate_centroids	p50_list_radius	p95_list_radius	maximum_list_radius
30000	4096	128	0	50	206.0	449.2499999999998	578	234.375	0.45580565059146766	0.24629791666666656	2.4661333333333335	0.1798916885038217	0.16932809352874756	0.28260064721107475	0.6402251124382019	0.9674090147018433	0	0.8569558560848236	1.0374812483787537	1.2027707
